port,service_name,banner_text,os_fingerprint,vuln_score
27017,MongoDB,MongoDB 6.0,Unknown,5.58
3389,RDP,,FreeBSD 13,6.91
2049,Unknown,,Windows 10,1.53
512,Unknown,,Windows Server 2019,1.96
3306,MySQL,MySQL 8.0.28,Linux 3.x,5.89
5432,PostgreSQL,PostgreSQL 14.2,Linux 3.x,3.89
80,nginx,LiteSpeed,Windows Server 2019,5.21
5900,VNC,RFB 003.008,Unknown,7.11
23,Telnet,,Unknown,9.06
445,SMB,,Linux 4.x/5.x,8.54
139,SMB,Samba,Linux 3.x,10.0
22,Dropbear,Dropbear SSH,Windows 10,5.05
5900,VNC,RealVNC,Windows Server 2019,7.53
23,Telnet,,Linux 4.x/5.x,8.75
53,Unknown,,FreeBSD 13,1.02
53,Unknown,,macOS 12,2.92
53,Unknown,,Windows Server 2019,5.72
443,Apache,,FreeBSD 13,6.96
21,vsftpd,FileZilla FTP,macOS 12,5.32
23,Telnet,,Linux 4.x/5.x,10.0
6379,Redis,+OK,Linux 4.x/5.x,6.54
5432,PostgreSQL,PostgreSQL 14.2,Cisco IOS,5.69
514,Unknown,,Unknown,2.23
512,Unknown,,Linux 3.x,5.32
23,Telnet,,Unknown,10.0
69,Unknown,,macOS 12,1.19
1521,Unknown,Oracle TNS Listener,Windows Server 2019,3.0
21,ProFTPD,Pure-FTPd,Windows 10,9.45
8443,Unknown,Apache/2.4.41,FreeBSD 13,2.43
69,Unknown,,Linux 4.x/5.x,2.48
873,Unknown,,Windows Server 2019,2.2
21,vsftpd,Pure-FTPd,macOS 12,2.21
25,Postfix,Postfix ESMTP,Windows Server 2019,5.77
27017,MongoDB,MongoDB 6.0,Linux 4.x/5.x,5.68
4444,Unknown,,Windows 10,0.0
873,Unknown,,Cisco IOS,5.09
27017,MongoDB,MongoDB 6.0,Windows Server 2019,8.37
8080,nginx,nginx/1.18.0,FreeBSD 13,3.13
25,Postfix,Exim 4.95,Windows 10,5.8
514,Unknown,,Unknown,4.33
21,vsftpd,vsftpd 3.0.3,Unknown,5.0
25,Postfix,Microsoft ESMTP,Unknown,4.08
25,Exim,Sendmail 8.15,FreeBSD 13,7.82
21,vsftpd,FileZilla FTP,Linux 3.x,5.31
23,Telnet,,Cisco IOS,9.11
22,OpenSSH,OpenSSH_7.4p1,macOS 12,7.24
513,Unknown,,Unknown,4.11
512,Unknown,,FreeBSD 13,2.73
1433,Unknown,Microsoft SQL Server 2019,macOS 12,6.49
8888,Unknown,,macOS 12,2.4
445,SMB,Samba,Windows 10,10.0
513,Unknown,,Unknown,3.59
873,Unknown,,FreeBSD 13,4.52
514,Unknown,,macOS 12,2.27
5900,VNC,RealVNC,Cisco IOS,4.7
1433,Unknown,Microsoft SQL Server 2019,Linux 4.x/5.x,3.96
111,Unknown,,Cisco IOS,0.62
3306,MariaDB,MariaDB 10.6,Windows Server 2019,5.08
6379,Redis,Redis server v=7.0.4,Unknown,8.11
25,Postfix,Postfix ESMTP,Unknown,3.73
143,Unknown,Dovecot IMAP,macOS 12,2.94
110,Unknown,+OK Dovecot,FreeBSD 13,3.4
25,Exim,Exim 4.95,macOS 12,5.79
110,Unknown,+OK Dovecot,Linux 4.x/5.x,3.55
25,Postfix,Postfix ESMTP,Cisco IOS,3.75
23,Telnet,,Cisco IOS,8.97
3389,RDP,Microsoft Terminal Services,Unknown,5.5
8888,Unknown,,Linux 3.x,0.0
21,ProFTPD,vsftpd 3.0.3,Windows 10,8.53
22,OpenSSH,OpenSSH_7.4p1,Cisco IOS,5.08
8443,Unknown,Apache/2.4.41,Linux 3.x,4.04
143,Unknown,* OK [CAPABILITY IMAP4rev1],Windows 10,6.43
8888,Unknown,,Linux 4.x/5.x,5.71
8080,Tomcat,nginx/1.18.0,Cisco IOS,8.99
1521,Unknown,Oracle TNS Listener,Windows 10,5.37
512,Unknown,,Windows 10,3.36
8443,Unknown,Apache/2.4.41,Cisco IOS,3.33
6379,Redis,Redis server v=7.0.4,Cisco IOS,10.0
143,Unknown,* OK [CAPABILITY IMAP4rev1],FreeBSD 13,3.43
3389,RDP,,Linux 4.x/5.x,8.86
23,Telnet,,Unknown,10.0
8080,Apache,Jetty,Linux 3.x,5.95
512,Unknown,,Unknown,2.73
1521,Unknown,Oracle TNS Listener,Windows 10,0.28
443,Apache,Apache/2.4.41,FreeBSD 13,5.57
513,Unknown,,macOS 12,2.34
873,Unknown,,Unknown,2.45
8443,Unknown,Apache/2.4.41,Linux 4.x/5.x,4.62
23,Telnet,,Cisco IOS,9.0
25,Postfix,Microsoft ESMTP,Windows 10,6.29
3389,RDP,Microsoft Terminal Services,FreeBSD 13,5.41
6379,Redis,+OK,Windows 10,8.9
80,nginx,Apache/2.4.41,FreeBSD 13,6.97
69,Unknown,,FreeBSD 13,4.38
3306,MySQL,MySQL 5.7.38,Unknown,7.47
3306,MySQL,MariaDB 10.6,FreeBSD 13,5.12
514,Unknown,,Cisco IOS,5.51
3306,MariaDB,MySQL 8.0.28,FreeBSD 13,4.96
23,Telnet,,Cisco IOS,9.2
143,Unknown,Dovecot IMAP,macOS 12,7.14
1521,Unknown,Oracle TNS Listener,macOS 12,3.35
5900,VNC,RealVNC,FreeBSD 13,8.93
5432,PostgreSQL,PostgreSQL 14.2,Windows 10,4.6
873,Unknown,,Windows Server 2019,4.45
5900,VNC,RealVNC,FreeBSD 13,4.49
69,Unknown,,macOS 12,3.75
23,Telnet,,Linux 3.x,9.51
8443,Unknown,nginx/1.18.0,FreeBSD 13,4.95
514,Unknown,,Linux 4.x/5.x,1.41
8080,nginx,Jetty,macOS 12,7.65
512,Unknown,,macOS 12,0.59
2049,Unknown,,Linux 3.x,2.1
5432,PostgreSQL,PostgreSQL 14.2,macOS 12,2.11
2049,Unknown,,Linux 3.x,0.84
110,Unknown,+OK Dovecot,Windows Server 2019,3.01
5900,VNC,RealVNC,Cisco IOS,9.55
6379,Redis,Redis server v=7.0.4,Unknown,8.05
513,Unknown,,macOS 12,0.43
5432,PostgreSQL,PostgreSQL 14.2,Linux 3.x,1.47
69,Unknown,,Linux 4.x/5.x,4.35
8443,Unknown,,Linux 4.x/5.x,1.69
4444,Unknown,,Linux 3.x,1.95
69,Unknown,,Unknown,5.15
6379,Redis,Redis server v=7.0.4,Cisco IOS,7.8
8080,nginx,Tomcat/9.0,macOS 12,4.96
53,Unknown,,Linux 4.x/5.x,3.32
5432,PostgreSQL,PostgreSQL 14.2,Linux 3.x,5.78
27017,MongoDB,MongoDB 6.0,Linux 3.x,7.96
1521,Unknown,Oracle TNS Listener,Linux 4.x/5.x,0.0
5432,PostgreSQL,PostgreSQL 14.2,macOS 12,3.02
513,Unknown,,Unknown,2.43
5432,PostgreSQL,PostgreSQL 14.2,Unknown,5.04
6379,Redis,Redis server v=7.0.4,Linux 3.x,6.14
1433,Unknown,Microsoft SQL Server 2019,macOS 12,3.3
3389,RDP,Microsoft Terminal Services,Linux 4.x/5.x,8.38
873,Unknown,,Windows 10,5.03
80,IIS,Apache/2.4.41,Linux 4.x/5.x,4.01
443,Apache,,Linux 4.x/5.x,6.83
445,SMB,Windows SMB,Linux 3.x,10.0
5900,VNC,RealVNC,Linux 3.x,8.85
53,Unknown,,FreeBSD 13,4.2
21,vsftpd,ProFTPD 1.3.5,Windows Server 2019,4.53
3389,RDP,,FreeBSD 13,8.73
6379,Redis,Redis server v=7.0.4,Unknown,7.83
512,Unknown,,Linux 4.x/5.x,4.71
8443,Unknown,nginx/1.18.0,Windows Server 2019,4.05
3306,MariaDB,MariaDB 10.6,Windows 10,5.06
110,Unknown,Dovecot ready,Windows 10,6.49
8080,Apache,Jetty,macOS 12,8.91
53,Unknown,,macOS 12,1.27
512,Unknown,,Cisco IOS,2.31
2049,Unknown,,Windows Server 2019,2.68
69,Unknown,,Windows Server 2019,4.63
3389,RDP,,macOS 12,7.29
512,Unknown,,Linux 4.x/5.x,1.66
111,Unknown,,FreeBSD 13,4.76
8443,Unknown,,Linux 4.x/5.x,4.12
139,SMB,,Windows Server 2019,7.05
25,Exim,Postfix ESMTP,Windows 10,8.99
513,Unknown,,Windows Server 2019,0.05
23,Telnet,,Windows 10,9.18
4444,Unknown,,Cisco IOS,2.27
445,SMB,Windows SMB,Windows 10,8.53
873,Unknown,,Linux 3.x,1.7
443,nginx,nginx/1.18.0,Unknown,3.63
80,LiteSpeed,LiteSpeed,Linux 3.x,5.27
2049,Unknown,,macOS 12,0.0
512,Unknown,,macOS 12,1.94
873,Unknown,,Cisco IOS,4.58
1433,Unknown,,Linux 3.x,3.79
53,Unknown,,Unknown,0.23
110,Unknown,Dovecot ready,Cisco IOS,0.0
80,nginx,nginx/1.18.0,Cisco IOS,3.54
139,SMB,Samba,Linux 4.x/5.x,6.82
3389,RDP,Microsoft Terminal Services,Cisco IOS,8.64
27017,MongoDB,MongoDB 6.0,Windows Server 2019,6.67
8080,Apache,nginx/1.18.0,Linux 4.x/5.x,5.73
8080,Tomcat,nginx/1.18.0,Linux 3.x,8.02
445,SMB,,Windows Server 2019,9.87
1433,Unknown,Microsoft SQL Server 2019,Windows 10,3.48
23,Telnet,,FreeBSD 13,9.39
8080,Tomcat,Jetty,Linux 4.x/5.x,5.6
514,Unknown,,Linux 3.x,2.3
6379,Redis,+OK,FreeBSD 13,8.31
27017,MongoDB,ismaster,Linux 3.x,9.17
5432,PostgreSQL,PostgreSQL 14.2,Linux 4.x/5.x,2.33
514,Unknown,,Windows 10,0.74
6379,Redis,Redis server v=7.0.4,Linux 4.x/5.x,7.99
1433,Unknown,Microsoft SQL Server 2019,Windows Server 2019,0.0
8080,Apache,nginx/1.18.0,macOS 12,7.07
1521,Unknown,Oracle TNS Listener,Windows Server 2019,5.11
23,Telnet,,Windows Server 2019,10.0
21,ProFTPD,ProFTPD 1.3.5,Linux 4.x/5.x,8.6
514,Unknown,,Cisco IOS,4.72
5432,PostgreSQL,PostgreSQL 14.2,FreeBSD 13,4.03
513,Unknown,,Linux 4.x/5.x,6.24
5432,PostgreSQL,PostgreSQL 14.2,Windows Server 2019,3.49
110,Unknown,Dovecot ready,Windows Server 2019,3.66
512,Unknown,,Linux 3.x,4.21
69,Unknown,,Windows 10,3.78
8443,Unknown,nginx/1.18.0,Unknown,1.46
21,vsftpd,vsftpd 3.0.3,macOS 12,2.94
4444,Unknown,,Windows 10,5.04
443,LiteSpeed,nginx/1.18.0,Cisco IOS,4.88
8443,Unknown,,Unknown,3.15
6379,Redis,Redis server v=7.0.4,FreeBSD 13,9.34
512,Unknown,,Unknown,4.69
21,vsftpd,vsftpd 3.0.3,Linux 3.x,5.54
53,Unknown,,Linux 3.x,4.27
25,Postfix,Sendmail 8.15,Linux 3.x,3.87
443,Apache,,Cisco IOS,7.57
2049,Unknown,,Windows Server 2019,0.0
512,Unknown,,Windows Server 2019,3.04
21,vsftpd,vsftpd 3.0.3,Linux 3.x,6.12
22,OpenSSH,OpenSSH_7.4p1,Windows Server 2019,3.56
513,Unknown,,Windows 10,3.28
5432,PostgreSQL,PostgreSQL 14.2,Windows 10,4.36
80,IIS,Apache/2.4.41,Linux 4.x/5.x,4.22
514,Unknown,,macOS 12,5.26
139,SMB,,macOS 12,9.32
1521,Unknown,Oracle TNS Listener,macOS 12,0.0
22,OpenSSH,Dropbear SSH,FreeBSD 13,5.18
110,Unknown,+OK POP3 ready,FreeBSD 13,5.91
873,Unknown,,Windows Server 2019,2.99
25,Exim,Sendmail 8.15,Unknown,7.02
110,Unknown,+OK POP3 ready,Linux 4.x/5.x,1.91
873,Unknown,,FreeBSD 13,2.68
80,LiteSpeed,Apache/2.4.41,Unknown,2.68
5900,VNC,RealVNC,FreeBSD 13,9.6
514,Unknown,,FreeBSD 13,4.85
3306,MariaDB,MySQL 8.0.28,Cisco IOS,7.62
445,SMB,,Linux 3.x,7.5
25,Exim,Postfix ESMTP,Unknown,8.19
5432,PostgreSQL,PostgreSQL 14.2,Linux 4.x/5.x,5.29
5432,PostgreSQL,PostgreSQL 14.2,Unknown,2.86
8443,Unknown,nginx/1.18.0,Windows 10,2.86
445,SMB,,Linux 3.x,7.9
513,Unknown,,Unknown,4.67
111,Unknown,,Unknown,2.57
2049,Unknown,,Linux 3.x,2.82
111,Unknown,,Windows Server 2019,0.74
22,Dropbear,SSH-2.0-OpenSSH_9.0,Windows Server 2019,6.32
514,Unknown,,Unknown,3.1
110,Unknown,+OK Dovecot,Windows Server 2019,4.58
4444,Unknown,,macOS 12,3.77
27017,MongoDB,MongoDB 6.0,Cisco IOS,5.86
873,Unknown,,macOS 12,0.0
27017,MongoDB,ismaster,Linux 4.x/5.x,7.16
21,ProFTPD,FileZilla FTP,Unknown,9.83
2049,Unknown,,macOS 12,0.0
5900,VNC,RealVNC,Windows Server 2019,10.0
2049,Unknown,,Windows 10,4.67
5900,VNC,RealVNC,macOS 12,7.79
445,SMB,Windows SMB,macOS 12,8.88
139,SMB,Samba,Unknown,9.86
3389,RDP,Microsoft Terminal Services,FreeBSD 13,6.67
53,Unknown,,Windows Server 2019,3.88
1521,Unknown,Oracle TNS Listener,Cisco IOS,3.62
445,SMB,,FreeBSD 13,10.0
513,Unknown,,Cisco IOS,2.27
25,Exim,Exim 4.95,Linux 4.x/5.x,8.07
4444,Unknown,,macOS 12,2.87
513,Unknown,,Unknown,1.97
8888,Unknown,,Windows Server 2019,5.96
5432,PostgreSQL,PostgreSQL 14.2,Linux 4.x/5.x,2.83
3389,RDP,,macOS 12,6.22
513,Unknown,,macOS 12,3.49
23,Telnet,,Cisco IOS,9.14
80,Apache,,Unknown,7.01
69,Unknown,,macOS 12,4.27
873,Unknown,,FreeBSD 13,3.29
139,SMB,Samba,Windows 10,9.02
22,OpenSSH,OpenSSH_7.4p1,Linux 3.x,0.88
139,SMB,,macOS 12,9.56
143,Unknown,* OK [CAPABILITY IMAP4rev1],Windows 10,3.39
1521,Unknown,Oracle TNS Listener,Linux 3.x,6.75
1521,Unknown,Oracle TNS Listener,Windows 10,5.27
8443,Unknown,,Linux 3.x,0.04
25,Postfix,Sendmail 8.15,Cisco IOS,5.77
4444,Unknown,,macOS 12,0.4
1521,Unknown,Oracle TNS Listener,Unknown,4.67
139,SMB,Samba,Windows Server 2019,10.0
2049,Unknown,,Unknown,6.73
25,Exim,Sendmail 8.15,Windows Server 2019,7.41
514,Unknown,,Linux 4.x/5.x,4.41
22,OpenSSH,Dropbear SSH,Windows 10,7.02
111,Unknown,,FreeBSD 13,3.94
80,IIS,Apache/2.4.41,macOS 12,2.66
5432,PostgreSQL,PostgreSQL 14.2,Windows Server 2019,4.19
21,ProFTPD,vsftpd 3.0.3,macOS 12,9.18
445,SMB,Windows SMB,FreeBSD 13,9.0
111,Unknown,,Windows Server 2019,1.28
5900,VNC,RFB 003.008,Windows Server 2019,7.2
4444,Unknown,,Linux 4.x/5.x,4.8
111,Unknown,,macOS 12,3.79
143,Unknown,Dovecot IMAP,Windows Server 2019,3.93
512,Unknown,,Windows Server 2019,2.5
873,Unknown,,Windows 10,3.85
22,Dropbear,OpenSSH_8.2p1,Cisco IOS,0.84
3306,MariaDB,MySQL 8.0.28,Windows 10,5.93
2049,Unknown,,FreeBSD 13,2.24
513,Unknown,,Unknown,3.05
27017,MongoDB,MongoDB 6.0,Windows Server 2019,5.39
443,LiteSpeed,Apache/2.4.41,Cisco IOS,5.06
139,SMB,Samba,Windows 10,10.0
110,Unknown,+OK POP3 ready,Linux 4.x/5.x,3.16
8888,Unknown,,Unknown,3.09
6379,Redis,Redis server v=7.0.4,FreeBSD 13,10.0
21,vsftpd,FileZilla FTP,Cisco IOS,3.58
23,Telnet,,FreeBSD 13,9.75
873,Unknown,,macOS 12,6.16
25,Exim,Microsoft ESMTP,Windows 10,7.41
514,Unknown,,Linux 4.x/5.x,4.71
22,Dropbear,SSH-2.0-OpenSSH_9.0,Linux 4.x/5.x,4.25
3389,RDP,Microsoft Terminal Services,Windows 10,6.89
8080,Tomcat,Apache/2.4.41,Unknown,6.67
513,Unknown,,FreeBSD 13,2.94
5900,VNC,RFB 003.008,Linux 3.x,6.55
8080,nginx,Tomcat/9.0,FreeBSD 13,2.61
143,Unknown,Dovecot IMAP,macOS 12,2.18
53,Unknown,,Windows Server 2019,0.01
111,Unknown,,Unknown,4.08
143,Unknown,Dovecot IMAP,Unknown,4.1
110,Unknown,+OK Dovecot,FreeBSD 13,0.45
4444,Unknown,,macOS 12,3.16
8443,Unknown,Apache/2.4.41,Windows Server 2019,0.31
514,Unknown,,FreeBSD 13,2.28
143,Unknown,* OK [CAPABILITY IMAP4rev1],Windows Server 2019,1.66
111,Unknown,,FreeBSD 13,3.96
512,Unknown,,macOS 12,0.0
5432,PostgreSQL,PostgreSQL 14.2,Linux 3.x,5.18
445,SMB,,Unknown,10.0
111,Unknown,,Unknown,2.71
513,Unknown,,Linux 4.x/5.x,0.31
1433,Unknown,,macOS 12,0.0
3389,RDP,,Windows 10,10.0
27017,MongoDB,ismaster,Unknown,10.0
6379,Redis,Redis server v=7.0.4,Cisco IOS,8.07
873,Unknown,,Unknown,0.67
445,SMB,Windows SMB,macOS 12,7.9
143,Unknown,* OK [CAPABILITY IMAP4rev1],macOS 12,5.36
6379,Redis,Redis server v=7.0.4,Windows 10,8.25
443,Apache,LiteSpeed,Windows 10,4.56
5900,VNC,RealVNC,Cisco IOS,10.0
5432,PostgreSQL,PostgreSQL 14.2,Linux 3.x,5.25
110,Unknown,Dovecot ready,Cisco IOS,4.1
143,Unknown,* OK [CAPABILITY IMAP4rev1],FreeBSD 13,1.88
8888,Unknown,,Windows Server 2019,5.48
143,Unknown,Dovecot IMAP,macOS 12,4.76
873,Unknown,,macOS 12,2.79
5900,VNC,RFB 003.008,Windows 10,9.13
5900,VNC,RFB 003.008,Linux 3.x,9.07
3306,MariaDB,MariaDB 10.6,Linux 4.x/5.x,6.41
4444,Unknown,,macOS 12,0.71
80,nginx,Microsoft-IIS/10.0,Cisco IOS,3.66
514,Unknown,,Cisco IOS,0.0
443,nginx,LiteSpeed,FreeBSD 13,7.88
3306,MariaDB,MariaDB 10.6,Windows Server 2019,3.81
1521,Unknown,Oracle TNS Listener,Unknown,3.07
5432,PostgreSQL,PostgreSQL 14.2,Unknown,2.09
80,Apache,,Windows 10,9.87
5432,PostgreSQL,PostgreSQL 14.2,Linux 3.x,2.6
139,SMB,Samba,Unknown,9.32
2049,Unknown,,Linux 3.x,0.0
139,SMB,,Cisco IOS,9.87
514,Unknown,,Linux 4.x/5.x,5.17
443,nginx,nginx/1.18.0,macOS 12,5.53
3389,RDP,Microsoft Terminal Services,Unknown,8.4
25,Postfix,Sendmail 8.15,Linux 4.x/5.x,5.47
5900,VNC,RFB 003.008,Cisco IOS,6.59
21,ProFTPD,FileZilla FTP,macOS 12,9.81
4444,Unknown,,Unknown,3.59
110,Unknown,+OK Dovecot,FreeBSD 13,0.0
443,LiteSpeed,LiteSpeed,Cisco IOS,7.27
512,Unknown,,Linux 4.x/5.x,3.37
512,Unknown,,Unknown,2.32
53,Unknown,,macOS 12,3.33
69,Unknown,,Windows Server 2019,1.56
3389,RDP,Microsoft Terminal Services,Windows 10,8.27
139,SMB,,Unknown,9.79
873,Unknown,,Linux 3.x,4.38
69,Unknown,,Linux 3.x,4.24
27017,MongoDB,ismaster,Linux 3.x,6.42
443,nginx,Apache/2.4.41,Linux 4.x/5.x,3.95
27017,MongoDB,ismaster,Windows 10,8.2
21,ProFTPD,ProFTPD 1.3.5,FreeBSD 13,9.42
80,IIS,Microsoft-IIS/10.0,Windows 10,4.53
111,Unknown,,Linux 3.x,2.54
8888,Unknown,,Linux 3.x,3.78
8888,Unknown,,Linux 4.x/5.x,2.81
3306,MariaDB,MariaDB 10.6,Linux 3.x,7.74
3389,RDP,,Windows 10,6.54
69,Unknown,,Linux 4.x/5.x,0.09
25,Postfix,Sendmail 8.15,FreeBSD 13,5.82
27017,MongoDB,ismaster,Linux 4.x/5.x,8.61
6379,Redis,+OK,Cisco IOS,8.14
22,Dropbear,OpenSSH_8.2p1,FreeBSD 13,3.5
23,Telnet,,Windows Server 2019,9.74
514,Unknown,,Windows Server 2019,3.38
445,SMB,Samba,Cisco IOS,9.3
27017,MongoDB,ismaster,Linux 4.x/5.x,7.38
25,Postfix,Exim 4.95,Windows Server 2019,5.14
3389,RDP,Microsoft Terminal Services,Linux 4.x/5.x,9.88
27017,MongoDB,ismaster,Windows Server 2019,9.13
23,Telnet,,Cisco IOS,9.73
23,Telnet,,Cisco IOS,9.5
1433,Unknown,,Windows Server 2019,3.89
1433,Unknown,,macOS 12,5.39
80,nginx,Microsoft-IIS/10.0,Linux 3.x,5.22
3306,MySQL,MariaDB 10.6,Linux 3.x,5.01
443,Apache,,Cisco IOS,7.49
5900,VNC,RealVNC,Linux 4.x/5.x,8.61
4444,Unknown,,Linux 4.x/5.x,2.8
1521,Unknown,Oracle TNS Listener,macOS 12,3.9
21,vsftpd,vsftpd 3.0.3,macOS 12,3.74
139,SMB,,Cisco IOS,8.99
25,Exim,Sendmail 8.15,Windows 10,10.0
512,Unknown,,Linux 4.x/5.x,4.22
5432,PostgreSQL,PostgreSQL 14.2,Linux 4.x/5.x,3.22
513,Unknown,,Linux 4.x/5.x,1.97
53,Unknown,,Unknown,0.51
5432,PostgreSQL,PostgreSQL 14.2,FreeBSD 13,5.95
143,Unknown,* OK [CAPABILITY IMAP4rev1],FreeBSD 13,1.01
22,Dropbear,OpenSSH_7.4p1,Linux 3.x,0.21
4444,Unknown,,Unknown,0.19
514,Unknown,,FreeBSD 13,3.11
8080,Tomcat,Tomcat/9.0,Unknown,5.57
512,Unknown,,Linux 3.x,3.26
1433,Unknown,,FreeBSD 13,3.68
21,vsftpd,vsftpd 3.0.3,Linux 3.x,4.06
2049,Unknown,,Windows 10,1.16
2049,Unknown,,FreeBSD 13,4.82
23,Telnet,,Windows 10,9.65
3306,MariaDB,MariaDB 10.6,FreeBSD 13,1.99
512,Unknown,,macOS 12,0.0
23,Telnet,,Windows Server 2019,8.6
53,Unknown,,Windows 10,2.68
3389,RDP,Microsoft Terminal Services,Windows Server 2019,8.8
23,Telnet,,Linux 3.x,9.41
1521,Unknown,Oracle TNS Listener,macOS 12,1.74
3389,RDP,,Cisco IOS,10.0
8443,Unknown,nginx/1.18.0,Cisco IOS,3.64
3306,MariaDB,MariaDB 10.6,FreeBSD 13,4.63
143,Unknown,Dovecot IMAP,Cisco IOS,1.31
445,SMB,Windows SMB,macOS 12,8.24
445,SMB,Windows SMB,Windows Server 2019,8.65
111,Unknown,,Unknown,3.07
1521,Unknown,Oracle TNS Listener,FreeBSD 13,3.83
110,Unknown,+OK POP3 ready,Linux 3.x,1.35
111,Unknown,,Unknown,0.29
80,LiteSpeed,nginx/1.18.0,Windows 10,5.09
80,LiteSpeed,Microsoft-IIS/10.0,Windows Server 2019,5.74
143,Unknown,Dovecot IMAP,Unknown,6.42
443,LiteSpeed,Apache/2.4.41,FreeBSD 13,5.11
5432,PostgreSQL,PostgreSQL 14.2,Unknown,3.12
80,Apache,Apache/2.4.41,Windows Server 2019,7.72
8080,Tomcat,Tomcat/9.0,Linux 3.x,6.7
22,OpenSSH,OpenSSH_8.2p1,FreeBSD 13,2.31
23,Telnet,,Linux 4.x/5.x,9.48
1521,Unknown,Oracle TNS Listener,Cisco IOS,3.57
8443,Unknown,nginx/1.18.0,Unknown,5.87
4444,Unknown,,Windows 10,3.14
111,Unknown,,Windows Server 2019,1.37
111,Unknown,,Unknown,0.0
53,Unknown,,FreeBSD 13,0.54
111,Unknown,,Unknown,1.06
139,SMB,Samba,Windows Server 2019,10.0
873,Unknown,,Linux 3.x,2.62
111,Unknown,,Windows Server 2019,2.82
873,Unknown,,macOS 12,5.2
5432,PostgreSQL,PostgreSQL 14.2,Linux 4.x/5.x,4.72
1433,Unknown,Microsoft SQL Server 2019,Windows 10,2.48
139,SMB,,Cisco IOS,10.0
513,Unknown,,Unknown,1.63
873,Unknown,,Windows Server 2019,3.57
22,Dropbear,OpenSSH_7.4p1,Linux 4.x/5.x,2.12
22,OpenSSH,SSH-2.0-OpenSSH_9.0,Windows Server 2019,5.52
4444,Unknown,,Cisco IOS,5.04
1433,Unknown,,Linux 3.x,4.74
143,Unknown,Dovecot IMAP,FreeBSD 13,4.8
512,Unknown,,FreeBSD 13,8.78
1521,Unknown,Oracle TNS Listener,Cisco IOS,2.46
5432,PostgreSQL,PostgreSQL 14.2,Linux 4.x/5.x,2.92
514,Unknown,,Unknown,3.91
445,SMB,,Windows 10,8.12
8080,Apache,Apache/2.4.41,FreeBSD 13,4.23
1521,Unknown,Oracle TNS Listener,Windows 10,2.5
8080,nginx,nginx/1.18.0,Linux 4.x/5.x,9.06
5900,VNC,RealVNC,Linux 4.x/5.x,8.53
873,Unknown,,macOS 12,3.76
873,Unknown,,Linux 3.x,0.0
513,Unknown,,Cisco IOS,1.75
27017,MongoDB,MongoDB 6.0,Cisco IOS,10.0
5432,PostgreSQL,PostgreSQL 14.2,FreeBSD 13,3.68
110,Unknown,Dovecot ready,Linux 3.x,7.39
69,Unknown,,macOS 12,3.9
8080,Tomcat,nginx/1.18.0,Linux 3.x,6.7
80,Apache,LiteSpeed,macOS 12,5.87
110,Unknown,Dovecot ready,Linux 3.x,2.87
3389,RDP,Microsoft Terminal Services,Cisco IOS,6.32
22,Dropbear,SSH-2.0-OpenSSH_9.0,FreeBSD 13,5.46
139,SMB,,Windows 10,9.44
443,nginx,nginx/1.18.0,Cisco IOS,5.04
110,Unknown,+OK POP3 ready,macOS 12,2.78
8443,Unknown,,Unknown,4.62
8443,Unknown,,Cisco IOS,7.06
3389,RDP,,Linux 4.x/5.x,10.0
512,Unknown,,FreeBSD 13,3.37
2049,Unknown,,macOS 12,1.35
8443,Unknown,Apache/2.4.41,Cisco IOS,0.0
27017,MongoDB,MongoDB 6.0,Windows Server 2019,7.72
143,Unknown,* OK [CAPABILITY IMAP4rev1],Windows 10,1.43
143,Unknown,Dovecot IMAP,Windows 10,3.31
512,Unknown,,macOS 12,3.58
873,Unknown,,macOS 12,4.43
8888,Unknown,,Linux 4.x/5.x,0.66
5900,VNC,RFB 003.008,Windows Server 2019,6.17
139,SMB,Samba,Windows 10,8.69
25,Exim,Sendmail 8.15,Linux 4.x/5.x,8.39
1433,Unknown,Microsoft SQL Server 2019,Cisco IOS,3.4
4444,Unknown,,Cisco IOS,8.16
111,Unknown,,Windows 10,0.0
69,Unknown,,Linux 4.x/5.x,5.22
5432,PostgreSQL,PostgreSQL 14.2,Linux 3.x,5.27
69,Unknown,,FreeBSD 13,1.17
1521,Unknown,Oracle TNS Listener,Cisco IOS,2.06
143,Unknown,* OK [CAPABILITY IMAP4rev1],Windows Server 2019,6.52
512,Unknown,,Windows Server 2019,1.76
25,Exim,Postfix ESMTP,Linux 4.x/5.x,7.09
8443,Unknown,Apache/2.4.41,Unknown,3.24
22,Dropbear,SSH-2.0-OpenSSH_9.0,Windows 10,4.77
53,Unknown,,Linux 4.x/5.x,5.0
3306,MariaDB,MariaDB 10.6,macOS 12,7.56
4444,Unknown,,Windows 10,4.56
23,Telnet,,macOS 12,8.55
1433,Unknown,,Windows Server 2019,2.92
110,Unknown,+OK Dovecot,Windows Server 2019,4.33
8080,nginx,Jetty,FreeBSD 13,6.73
3389,RDP,,macOS 12,7.44
23,Telnet,,macOS 12,8.99
69,Unknown,,Cisco IOS,0.82
443,LiteSpeed,,Cisco IOS,5.2
512,Unknown,,Windows 10,5.01
27017,MongoDB,ismaster,FreeBSD 13,7.76
1433,Unknown,Microsoft SQL Server 2019,FreeBSD 13,0.86
80,IIS,nginx/1.18.0,macOS 12,6.36
514,Unknown,,Windows Server 2019,1.1
69,Unknown,,Unknown,1.53
