port,service_name,banner_text,os_fingerprint,vuln_score
111,Unknown,,Linux 3.x,3.92
69,Unknown,,Unknown,0.91
80,IIS,Microsoft-IIS/10.0,Windows 10,6.99
27017,MongoDB,MongoDB 6.0,Windows 10,7.42
69,Unknown,,Windows Server 2019,1.77
445,SMB,Samba,FreeBSD 13,7.76
8888,Unknown,,Cisco IOS,4.61
25,Exim,Microsoft ESMTP,Windows 10,7.14
3306,MariaDB,MySQL 5.7.38,Windows Server 2019,7.36
2049,Unknown,,Linux 3.x,0.85
6379,Redis,Redis server v=7.0.4,Linux 3.x,10.0
2049,Unknown,,Windows 10,8.27
139,SMB,,Linux 3.x,9.54
3389,RDP,,Linux 3.x,10.0
512,Unknown,,Windows 10,2.09
512,Unknown,,Cisco IOS,1.9
69,Unknown,,Unknown,5.39
3389,RDP,Microsoft Terminal Services,Windows 10,8.73
443,Apache,nginx/1.18.0,Unknown,3.76
513,Unknown,,Linux 4.x/5.x,3.15
143,Unknown,Dovecot IMAP,Cisco IOS,0.56
8443,Unknown,,Unknown,2.63
139,SMB,Samba,FreeBSD 13,10.0
8080,Tomcat,Apache/2.4.41,Unknown,9.92
69,Unknown,,Windows Server 2019,3.55
23,Telnet,,Windows Server 2019,10.0
21,vsftpd,ProFTPD 1.3.5,Unknown,4.31
8443,Unknown,nginx/1.18.0,Unknown,6.4
8443,Unknown,Apache/2.4.41,Linux 3.x,1.55
514,Unknown,,Windows 10,1.38
6379,Redis,+OK,Linux 3.x,7.31
3389,RDP,,Cisco IOS,7.38
873,Unknown,,Windows 10,4.03
8080,nginx,nginx/1.18.0,FreeBSD 13,7.75
3389,RDP,,Windows Server 2019,8.52
5900,VNC,RFB 003.008,Linux 3.x,7.97
53,Unknown,,Linux 4.x/5.x,0.24
53,Unknown,,Windows Server 2019,3.19
6379,Redis,+OK,FreeBSD 13,10.0
3306,MySQL,MySQL 5.7.38,FreeBSD 13,8.04
139,SMB,Samba,Windows 10,7.91
111,Unknown,,Windows Server 2019,2.12
4444,Unknown,,macOS 12,9.81
21,ProFTPD,FileZilla FTP,Unknown,9.0
5900,VNC,RealVNC,Linux 4.x/5.x,9.77
445,SMB,Samba,Linux 4.x/5.x,10.0
5900,VNC,RFB 003.008,FreeBSD 13,5.83
80,Apache,LiteSpeed,FreeBSD 13,7.95
1433,Unknown,Microsoft SQL Server 2019,FreeBSD 13,3.37
2049,Unknown,,Linux 3.x,6.48
513,Unknown,,Windows Server 2019,6.92
3306,MariaDB,MySQL 8.0.28,Windows 10,4.75
513,Unknown,,Unknown,9.88
53,Unknown,,Linux 3.x,3.34
1433,Unknown,Microsoft SQL Server 2019,macOS 12,4.26
443,nginx,LiteSpeed,Linux 3.x,0.73
1521,Unknown,Oracle TNS Listener,FreeBSD 13,5.02
27017,MongoDB,ismaster,Linux 3.x,3.62
22,Dropbear,SSH-2.0-OpenSSH_9.0,Unknown,3.78
514,Unknown,,macOS 12,1.89
8080,Apache,Tomcat/9.0,FreeBSD 13,7.43
139,SMB,Samba,Linux 4.x/5.x,9.18
1521,Unknown,Oracle TNS Listener,FreeBSD 13,4.17
22,Dropbear,OpenSSH_7.4p1,macOS 12,5.87
143,Unknown,Dovecot IMAP,Unknown,0.99
3306,MariaDB,MariaDB 10.6,Linux 4.x/5.x,5.69
443,nginx,,FreeBSD 13,3.98
69,Unknown,,Windows Server 2019,1.16
6379,Redis,+OK,Linux 4.x/5.x,10.0
143,Unknown,* OK [CAPABILITY IMAP4rev1],Windows Server 2019,0.46
8080,Tomcat,Tomcat/9.0,Unknown,5.36
445,SMB,,macOS 12,10.0
23,Telnet,,Windows Server 2019,9.44
513,Unknown,,FreeBSD 13,2.87
25,Exim,Postfix ESMTP,macOS 12,8.6
8443,Unknown,Apache/2.4.41,FreeBSD 13,0.59
69,Unknown,,Unknown,1.16
2049,Unknown,,Cisco IOS,1.77
8080,Apache,nginx/1.18.0,macOS 12,8.58
873,Unknown,,Cisco IOS,4.34
513,Unknown,,Windows 10,1.74
513,Unknown,,macOS 12,2.73
69,Unknown,,Linux 3.x,4.56
1521,Unknown,Oracle TNS Listener,macOS 12,0.0
3389,RDP,Microsoft Terminal Services,Cisco IOS,8.95
4444,Unknown,,Windows Server 2019,4.52
22,Dropbear,OpenSSH_8.2p1,Linux 4.x/5.x,2.62
3306,MySQL,MySQL 8.0.28,Cisco IOS,6.67
23,Telnet,,Windows 10,9.51
53,Unknown,,Linux 4.x/5.x,6.62
53,Unknown,,Unknown,1.95
1433,Unknown,Microsoft SQL Server 2019,FreeBSD 13,4.18
143,Unknown,* OK [CAPABILITY IMAP4rev1],macOS 12,0.06
445,SMB,,Cisco IOS,9.08
80,LiteSpeed,LiteSpeed,Linux 3.x,5.72
80,IIS,Microsoft-IIS/10.0,FreeBSD 13,4.95
5900,VNC,RFB 003.008,Linux 3.x,9.18
69,Unknown,,FreeBSD 13,4.84
27017,MongoDB,ismaster,Cisco IOS,7.76
514,Unknown,,macOS 12,2.46
3306,MySQL,MariaDB 10.6,Cisco IOS,0.0
443,nginx,Apache/2.4.41,Windows 10,4.33
25,Exim,Exim 4.95,macOS 12,9.65
4444,Unknown,,Unknown,2.45
514,Unknown,,Cisco IOS,3.9
512,Unknown,,FreeBSD 13,2.07
8443,Unknown,,Windows Server 2019,0.15
1521,Unknown,Oracle TNS Listener,Windows Server 2019,4.5
512,Unknown,,Linux 3.x,0.54
21,ProFTPD,ProFTPD 1.3.5,Unknown,8.19
6379,Redis,Redis server v=7.0.4,Windows 10,8.55
25,Postfix,Exim 4.95,Linux 3.x,3.69
1521,Unknown,Oracle TNS Listener,FreeBSD 13,6.14
512,Unknown,,FreeBSD 13,6.94
513,Unknown,,Linux 4.x/5.x,1.38
143,Unknown,* OK [CAPABILITY IMAP4rev1],macOS 12,1.46
2049,Unknown,,Linux 3.x,2.12
8080,Apache,Apache/2.4.41,FreeBSD 13,8.81
80,nginx,nginx/1.18.0,Cisco IOS,6.37
873,Unknown,,Windows 10,4.5
110,Unknown,+OK Dovecot,Linux 3.x,5.63
23,Telnet,,Linux 3.x,9.05
27017,MongoDB,MongoDB 6.0,Cisco IOS,8.4
22,Dropbear,Dropbear SSH,Linux 3.x,4.08
69,Unknown,,Windows 10,3.86
69,Unknown,,Linux 4.x/5.x,5.3
80,Apache,,Linux 3.x,6.2
139,SMB,Samba,Linux 4.x/5.x,8.3
514,Unknown,,Linux 3.x,0.9
6379,Redis,Redis server v=7.0.4,Linux 3.x,10.0
3389,RDP,,Cisco IOS,8.44
21,vsftpd,Pure-FTPd,FreeBSD 13,2.95
25,Exim,Exim 4.95,Linux 3.x,10.0
512,Unknown,,Linux 4.x/5.x,0.0
69,Unknown,,macOS 12,0.0
445,SMB,,macOS 12,8.68
8888,Unknown,,Windows Server 2019,1.91
3306,MariaDB,MariaDB 10.6,Linux 4.x/5.x,6.47
873,Unknown,,Linux 4.x/5.x,0.0
443,nginx,LiteSpeed,Windows Server 2019,6.09
513,Unknown,,macOS 12,5.56
2049,Unknown,,Windows 10,1.04
873,Unknown,,Windows 10,2.24
3389,RDP,Microsoft Terminal Services,Windows 10,7.3
2049,Unknown,,Linux 3.x,3.64
3389,RDP,,Linux 4.x/5.x,6.89
3389,RDP,,Windows 10,6.7
53,Unknown,,Windows 10,2.7
27017,MongoDB,MongoDB 6.0,Linux 3.x,8.11
27017,MongoDB,MongoDB 6.0,Windows Server 2019,7.77
512,Unknown,,Windows Server 2019,2.12
27017,MongoDB,MongoDB 6.0,Linux 4.x/5.x,8.7
1433,Unknown,Microsoft SQL Server 2019,Linux 4.x/5.x,3.46
53,Unknown,,macOS 12,0.66
80,nginx,Apache/2.4.41,Windows Server 2019,0.68
23,Telnet,,macOS 12,9.76
1521,Unknown,Oracle TNS Listener,Unknown,2.49
22,OpenSSH,OpenSSH_7.4p1,Linux 3.x,2.78
513,Unknown,,Linux 4.x/5.x,6.25
445,SMB,Samba,Linux 4.x/5.x,10.0
22,OpenSSH,SSH-2.0-OpenSSH_9.0,Windows Server 2019,7.55
3389,RDP,Microsoft Terminal Services,Windows 10,8.84
27017,MongoDB,MongoDB 6.0,macOS 12,1.8
111,Unknown,,Linux 4.x/5.x,5.35
25,Exim,Exim 4.95,Windows 10,6.62
513,Unknown,,Windows 10,1.88
22,OpenSSH,SSH-2.0-OpenSSH_9.0,macOS 12,6.8
513,Unknown,,Unknown,7.06
513,Unknown,,Unknown,6.08
22,Dropbear,OpenSSH_7.4p1,FreeBSD 13,4.26
5432,PostgreSQL,PostgreSQL 14.2,Linux 3.x,4.89
25,Exim,Exim 4.95,FreeBSD 13,6.34
513,Unknown,,Windows 10,0.0
513,Unknown,,macOS 12,5.16
8080,Apache,Apache/2.4.41,Windows 10,7.15
3389,RDP,Microsoft Terminal Services,Linux 3.x,6.33
3306,MariaDB,MySQL 8.0.28,Linux 3.x,5.93
8888,Unknown,,Windows Server 2019,4.23
3306,MySQL,MySQL 8.0.28,Windows Server 2019,7.13
27017,MongoDB,MongoDB 6.0,macOS 12,8.63
2049,Unknown,,Windows 10,2.27
5900,VNC,RFB 003.008,FreeBSD 13,6.23
139,SMB,,Cisco IOS,9.12
873,Unknown,,Windows Server 2019,4.6
25,Exim,Exim 4.95,Linux 3.x,9.36
443,LiteSpeed,Apache/2.4.41,Linux 4.x/5.x,6.87
512,Unknown,,Cisco IOS,3.07
443,LiteSpeed,Apache/2.4.41,Linux 4.x/5.x,2.83
873,Unknown,,Windows 10,5.17
4444,Unknown,,Linux 4.x/5.x,3.17
513,Unknown,,macOS 12,0.43
1433,Unknown,Microsoft SQL Server 2019,Unknown,4.25
5432,PostgreSQL,PostgreSQL 14.2,Cisco IOS,5.69
111,Unknown,,macOS 12,3.77
3389,RDP,,Windows 10,10.0
443,LiteSpeed,Apache/2.4.41,FreeBSD 13,3.77
5432,PostgreSQL,PostgreSQL 14.2,Windows Server 2019,3.13
53,Unknown,,Linux 3.x,4.71
512,Unknown,,Linux 4.x/5.x,2.29
22,OpenSSH,SSH-2.0-OpenSSH_9.0,Windows 10,7.41
445,SMB,,FreeBSD 13,9.17
22,Dropbear,OpenSSH_8.2p1,Unknown,5.83
8443,Unknown,,Windows 10,4.26
1433,Unknown,,Windows Server 2019,1.2
110,Unknown,+OK Dovecot,macOS 12,0.0
5900,VNC,RFB 003.008,FreeBSD 13,8.67
512,Unknown,,Unknown,4.13
8888,Unknown,,Linux 4.x/5.x,0.96
445,SMB,Samba,macOS 12,9.8
23,Telnet,,Windows Server 2019,10.0
6379,Redis,+OK,Windows Server 2019,6.94
3389,RDP,Microsoft Terminal Services,Linux 4.x/5.x,5.6
873,Unknown,,Windows Server 2019,4.94
111,Unknown,,Linux 3.x,5.54
513,Unknown,,Unknown,1.53
873,Unknown,,Linux 4.x/5.x,4.55
4444,Unknown,,FreeBSD 13,3.66
69,Unknown,,macOS 12,2.78
110,Unknown,+OK Dovecot,macOS 12,4.16
25,Postfix,Postfix ESMTP,Unknown,3.9
22,Dropbear,SSH-2.0-OpenSSH_9.0,Linux 3.x,2.35
514,Unknown,,Windows Server 2019,3.81
443,LiteSpeed,nginx/1.18.0,Windows Server 2019,4.9
8888,Unknown,,FreeBSD 13,0.0
21,ProFTPD,Pure-FTPd,FreeBSD 13,7.08
23,Telnet,,Cisco IOS,9.16
1433,Unknown,Microsoft SQL Server 2019,Linux 4.x/5.x,4.05
4444,Unknown,,Windows Server 2019,0.0
8443,Unknown,,Unknown,2.36
69,Unknown,,Unknown,6.88
25,Exim,Postfix ESMTP,Linux 4.x/5.x,8.1
512,Unknown,,Windows Server 2019,3.26
25,Exim,Microsoft ESMTP,Windows Server 2019,7.91
8080,Tomcat,Tomcat/9.0,Linux 3.x,8.96
21,vsftpd,ProFTPD 1.3.5,Windows Server 2019,5.06
5900,VNC,RealVNC,Linux 4.x/5.x,7.17
111,Unknown,,macOS 12,3.3
111,Unknown,,Linux 3.x,5.65
513,Unknown,,Cisco IOS,3.8
445,SMB,Windows SMB,Unknown,9.06
5432,PostgreSQL,PostgreSQL 14.2,Windows Server 2019,5.41
873,Unknown,,Cisco IOS,1.96
139,SMB,,Linux 4.x/5.x,5.8
80,LiteSpeed,nginx/1.18.0,FreeBSD 13,5.17
110,Unknown,+OK POP3 ready,Unknown,3.87
143,Unknown,Dovecot IMAP,Windows Server 2019,1.76
5900,VNC,RealVNC,Windows 10,7.1
443,nginx,Apache/2.4.41,Linux 3.x,7.76
512,Unknown,,Linux 4.x/5.x,3.91
8080,nginx,Tomcat/9.0,Cisco IOS,8.15
3306,MySQL,MariaDB 10.6,Unknown,5.98
143,Unknown,Dovecot IMAP,Linux 3.x,2.69
22,OpenSSH,OpenSSH_7.4p1,Cisco IOS,6.42
514,Unknown,,Linux 4.x/5.x,3.74
27017,MongoDB,ismaster,macOS 12,8.29
27017,MongoDB,ismaster,Linux 3.x,7.09
53,Unknown,,Linux 4.x/5.x,1.86
3389,RDP,,Linux 3.x,7.7
3389,RDP,,FreeBSD 13,9.28
3306,MySQL,MySQL 8.0.28,FreeBSD 13,6.67
21,ProFTPD,vsftpd 3.0.3,macOS 12,5.35
139,SMB,,Windows 10,8.27
22,Dropbear,OpenSSH_8.2p1,Unknown,1.61
110,Unknown,Dovecot ready,Unknown,2.0
6379,Redis,+OK,Linux 3.x,7.1
69,Unknown,,macOS 12,3.3
143,Unknown,* OK [CAPABILITY IMAP4rev1],macOS 12,3.37
5900,VNC,RFB 003.008,macOS 12,10.0
139,SMB,,Unknown,9.37
8888,Unknown,,Linux 4.x/5.x,4.28
1521,Unknown,Oracle TNS Listener,macOS 12,0.16
5432,PostgreSQL,PostgreSQL 14.2,Unknown,3.6
53,Unknown,,Linux 3.x,0.83
3306,MySQL,MariaDB 10.6,Linux 4.x/5.x,6.58
110,Unknown,+OK Dovecot,Linux 3.x,3.1
23,Telnet,,Windows 10,9.33
8080,nginx,nginx/1.18.0,Cisco IOS,7.22
514,Unknown,,Linux 4.x/5.x,2.46
6379,Redis,+OK,FreeBSD 13,10.0
69,Unknown,,Linux 4.x/5.x,5.64
21,ProFTPD,ProFTPD 1.3.5,Linux 4.x/5.x,7.74
1433,Unknown,Microsoft SQL Server 2019,Unknown,5.23
3306,MariaDB,MySQL 5.7.38,Windows Server 2019,6.17
1433,Unknown,,Linux 3.x,2.21
143,Unknown,* OK [CAPABILITY IMAP4rev1],Windows 10,3.79
25,Postfix,Postfix ESMTP,FreeBSD 13,2.6
4444,Unknown,,macOS 12,1.92
6379,Redis,Redis server v=7.0.4,Linux 3.x,8.63
69,Unknown,,Linux 4.x/5.x,2.41
3306,MariaDB,MySQL 8.0.28,Windows Server 2019,7.62
80,LiteSpeed,Apache/2.4.41,Windows Server 2019,3.9
23,Telnet,,Linux 3.x,9.56
5432,PostgreSQL,PostgreSQL 14.2,FreeBSD 13,3.86
1521,Unknown,Oracle TNS Listener,FreeBSD 13,0.0
2049,Unknown,,Linux 3.x,3.78
443,Apache,nginx/1.18.0,Windows Server 2019,7.13
3306,MariaDB,MySQL 5.7.38,Linux 3.x,3.1
443,Apache,nginx/1.18.0,Unknown,1.56
5432,PostgreSQL,PostgreSQL 14.2,Windows 10,3.46
23,Telnet,,Windows 10,10.0
514,Unknown,,macOS 12,8.44
22,Dropbear,OpenSSH_7.4p1,Unknown,1.27
443,Apache,nginx/1.18.0,Linux 4.x/5.x,9.75
111,Unknown,,Linux 4.x/5.x,5.32
21,ProFTPD,FileZilla FTP,Windows 10,7.8
111,Unknown,,Linux 4.x/5.x,6.77
873,Unknown,,Linux 4.x/5.x,3.93
8080,nginx,Tomcat/9.0,Linux 3.x,5.09
4444,Unknown,,Windows Server 2019,0.0
1521,Unknown,Oracle TNS Listener,Linux 3.x,3.2
139,SMB,,Windows 10,9.04
8443,Unknown,nginx/1.18.0,Linux 3.x,7.48
143,Unknown,Dovecot IMAP,Linux 4.x/5.x,1.11
513,Unknown,,Windows 10,1.23
2049,Unknown,,Cisco IOS,1.98
1521,Unknown,Oracle TNS Listener,Linux 3.x,8.31
5900,VNC,RealVNC,Cisco IOS,5.77
143,Unknown,* OK [CAPABILITY IMAP4rev1],Cisco IOS,5.62
443,nginx,,Cisco IOS,2.7
21,vsftpd,vsftpd 3.0.3,FreeBSD 13,5.65
80,IIS,nginx/1.18.0,Unknown,6.2
21,ProFTPD,vsftpd 3.0.3,Unknown,7.66
110,Unknown,+OK POP3 ready,Unknown,4.44
2049,Unknown,,Unknown,1.4
3306,MySQL,MariaDB 10.6,Linux 4.x/5.x,2.59
53,Unknown,,Cisco IOS,2.38
80,nginx,,Unknown,3.85
8443,Unknown,nginx/1.18.0,Cisco IOS,3.52
3306,MariaDB,MySQL 8.0.28,Windows Server 2019,5.57
512,Unknown,,Windows 10,6.13
3389,RDP,Microsoft Terminal Services,Cisco IOS,8.02
143,Unknown,Dovecot IMAP,FreeBSD 13,3.55
513,Unknown,,macOS 12,0.68
139,SMB,,macOS 12,8.57
143,Unknown,Dovecot IMAP,Cisco IOS,1.18
69,Unknown,,Windows Server 2019,5.37
6379,Redis,Redis server v=7.0.4,macOS 12,6.86
3306,MySQL,MySQL 5.7.38,FreeBSD 13,4.33
27017,MongoDB,ismaster,Windows Server 2019,8.04
3306,MariaDB,MariaDB 10.6,Windows 10,4.93
8080,nginx,Tomcat/9.0,Unknown,8.04
4444,Unknown,,Linux 4.x/5.x,6.92
8443,Unknown,,Windows 10,1.21
110,Unknown,+OK POP3 ready,Windows Server 2019,4.69
22,OpenSSH,OpenSSH_8.2p1,Linux 3.x,3.31
23,Telnet,,FreeBSD 13,9.32
110,Unknown,+OK Dovecot,FreeBSD 13,4.38
443,LiteSpeed,,Cisco IOS,4.71
3389,RDP,Microsoft Terminal Services,FreeBSD 13,8.75
5900,VNC,RFB 003.008,macOS 12,9.15
514,Unknown,,Unknown,5.18
139,SMB,Samba,Windows 10,9.05
512,Unknown,,Unknown,1.73
4444,Unknown,,FreeBSD 13,3.0
25,Exim,Exim 4.95,Unknown,6.49
3306,MariaDB,MariaDB 10.6,Windows Server 2019,7.18
27017,MongoDB,MongoDB 6.0,Linux 3.x,7.16
80,IIS,nginx/1.18.0,Linux 3.x,3.79
873,Unknown,,Windows 10,5.68
25,Postfix,Microsoft ESMTP,Linux 4.x/5.x,4.48
80,LiteSpeed,,Linux 4.x/5.x,3.38
1521,Unknown,Oracle TNS Listener,FreeBSD 13,5.29
3306,MySQL,MariaDB 10.6,Windows 10,7.76
3306,MariaDB,MariaDB 10.6,Windows Server 2019,3.17
27017,MongoDB,ismaster,Linux 3.x,9.49
514,Unknown,,Cisco IOS,3.32
1433,Unknown,,Linux 3.x,4.94
111,Unknown,,Linux 4.x/5.x,2.86
445,SMB,Samba,FreeBSD 13,9.38
8080,Apache,Tomcat/9.0,Windows 10,5.89
5432,PostgreSQL,PostgreSQL 14.2,Linux 3.x,5.19
873,Unknown,,Windows 10,1.66
1521,Unknown,Oracle TNS Listener,Unknown,5.05
4444,Unknown,,Windows 10,3.36
25,Exim,Microsoft ESMTP,Windows Server 2019,9.14
8443,Unknown,Apache/2.4.41,Cisco IOS,0.98
2049,Unknown,,macOS 12,3.85
143,Unknown,* OK [CAPABILITY IMAP4rev1],Linux 4.x/5.x,4.07
139,SMB,Samba,Cisco IOS,10.0
3389,RDP,,Windows Server 2019,9.55
513,Unknown,,FreeBSD 13,1.82
110,Unknown,+OK POP3 ready,macOS 12,1.74
27017,MongoDB,ismaster,Cisco IOS,8.87
4444,Unknown,,Cisco IOS,1.92
69,Unknown,,FreeBSD 13,1.96
110,Unknown,+OK Dovecot,Linux 3.x,1.28
4444,Unknown,,FreeBSD 13,3.27
445,SMB,Samba,Linux 4.x/5.x,9.22
23,Telnet,,Linux 4.x/5.x,9.34
513,Unknown,,Windows Server 2019,6.39
512,Unknown,,Windows Server 2019,4.14
111,Unknown,,Windows Server 2019,6.52
873,Unknown,,Linux 4.x/5.x,3.26
445,SMB,Samba,Unknown,8.27
8080,nginx,Jetty,Unknown,3.71
445,SMB,Windows SMB,Linux 3.x,8.88
445,SMB,Windows SMB,Unknown,9.75
111,Unknown,,macOS 12,2.41
143,Unknown,* OK [CAPABILITY IMAP4rev1],macOS 12,4.71
873,Unknown,,Cisco IOS,5.81
1433,Unknown,,macOS 12,1.39
443,nginx,LiteSpeed,Linux 3.x,3.52
5432,PostgreSQL,PostgreSQL 14.2,Windows Server 2019,5.14
1433,Unknown,Microsoft SQL Server 2019,Cisco IOS,3.54
512,Unknown,,Linux 4.x/5.x,3.65
8443,Unknown,nginx/1.18.0,Cisco IOS,4.39
512,Unknown,,Windows Server 2019,0.0
3306,MySQL,MariaDB 10.6,Unknown,6.29
1521,Unknown,Oracle TNS Listener,Unknown,3.36
23,Telnet,,Windows 10,9.73
22,OpenSSH,OpenSSH_8.2p1,Linux 4.x/5.x,3.09
27017,MongoDB,ismaster,Unknown,7.65
4444,Unknown,,Linux 3.x,2.03
8888,Unknown,,Cisco IOS,5.09
514,Unknown,,Windows Server 2019,2.83
513,Unknown,,macOS 12,1.8
111,Unknown,,Windows Server 2019,1.02
6379,Redis,Redis server v=7.0.4,FreeBSD 13,9.31
25,Exim,Postfix ESMTP,FreeBSD 13,9.47
111,Unknown,,Unknown,6.85
69,Unknown,,Cisco IOS,2.36
4444,Unknown,,Windows Server 2019,0.97
8888,Unknown,,FreeBSD 13,2.75
23,Telnet,,Unknown,9.15
69,Unknown,,FreeBSD 13,1.74
69,Unknown,,Cisco IOS,3.95
8443,Unknown,nginx/1.18.0,FreeBSD 13,5.18
1433,Unknown,,Linux 4.x/5.x,3.83
5432,PostgreSQL,PostgreSQL 14.2,Windows Server 2019,4.14
23,Telnet,,Windows 10,9.91
25,Exim,Microsoft ESMTP,Unknown,7.66
3389,RDP,Microsoft Terminal Services,Windows Server 2019,10.0
512,Unknown,,Windows Server 2019,9.0
139,SMB,,Windows Server 2019,8.37
443,LiteSpeed,nginx/1.18.0,FreeBSD 13,6.31
3389,RDP,Microsoft Terminal Services,Windows 10,10.0
3306,MariaDB,MariaDB 10.6,Windows 10,6.79
5900,VNC,RFB 003.008,Windows Server 2019,9.43
1521,Unknown,Oracle TNS Listener,Linux 3.x,3.71
514,Unknown,,Linux 4.x/5.x,4.3
8080,Tomcat,Apache/2.4.41,FreeBSD 13,7.16
21,vsftpd,Pure-FTPd,FreeBSD 13,5.21
514,Unknown,,Unknown,4.27
69,Unknown,,Windows 10,3.84
514,Unknown,,Cisco IOS,0.91
25,Postfix,Sendmail 8.15,macOS 12,5.11
512,Unknown,,Linux 4.x/5.x,2.51
110,Unknown,Dovecot ready,Linux 3.x,1.89
80,IIS,,Cisco IOS,7.94
2049,Unknown,,Linux 4.x/5.x,1.13
512,Unknown,,Cisco IOS,2.46
8888,Unknown,,Windows 10,0.87
1433,Unknown,,FreeBSD 13,2.2
53,Unknown,,FreeBSD 13,7.79
513,Unknown,,Cisco IOS,1.47
445,SMB,,Linux 4.x/5.x,8.85
8080,nginx,Jetty,Windows Server 2019,8.01
21,ProFTPD,vsftpd 3.0.3,Windows Server 2019,9.03
443,nginx,nginx/1.18.0,FreeBSD 13,5.25
110,Unknown,Dovecot ready,Cisco IOS,1.61
23,Telnet,,Windows 10,9.84
69,Unknown,,Windows 10,2.35
111,Unknown,,FreeBSD 13,7.35
2049,Unknown,,FreeBSD 13,2.43
139,SMB,,Linux 3.x,10.0
143,Unknown,* OK [CAPABILITY IMAP4rev1],Linux 4.x/5.x,4.76
1521,Unknown,Oracle TNS Listener,Linux 4.x/5.x,4.74
80,Apache,Microsoft-IIS/10.0,Linux 3.x,6.18
22,OpenSSH,OpenSSH_8.2p1,macOS 12,4.08
8443,Unknown,Apache/2.4.41,Linux 3.x,2.48
5900,VNC,RFB 003.008,FreeBSD 13,9.07
22,OpenSSH,OpenSSH_8.2p1,FreeBSD 13,6.05
1433,Unknown,Microsoft SQL Server 2019,Cisco IOS,0.0
8080,Tomcat,Apache/2.4.41,Windows Server 2019,4.42
5432,PostgreSQL,PostgreSQL 14.2,Windows 10,3.84
1521,Unknown,Oracle TNS Listener,Linux 4.x/5.x,4.07
513,Unknown,,FreeBSD 13,2.54
3389,RDP,,Unknown,7.75
53,Unknown,,Cisco IOS,1.03
445,SMB,,FreeBSD 13,9.91
5900,VNC,RFB 003.008,Unknown,7.65
139,SMB,Samba,Unknown,10.0
23,Telnet,,FreeBSD 13,8.85
1521,Unknown,Oracle TNS Listener,Linux 4.x/5.x,4.38
512,Unknown,,Linux 3.x,4.1
143,Unknown,Dovecot IMAP,Unknown,4.69
80,Apache,Apache/2.4.41,macOS 12,8.15
8888,Unknown,,Unknown,1.99
513,Unknown,,Unknown,2.64
3306,MariaDB,MariaDB 10.6,Linux 4.x/5.x,6.25
21,vsftpd,FileZilla FTP,FreeBSD 13,3.5
8443,Unknown,,Linux 4.x/5.x,5.06
21,ProFTPD,vsftpd 3.0.3,Cisco IOS,5.53
69,Unknown,,macOS 12,0.68
514,Unknown,,Linux 3.x,0.0
514,Unknown,,Linux 3.x,5.2
23,Telnet,,Cisco IOS,9.61
53,Unknown,,macOS 12,1.93
139,SMB,Samba,Linux 4.x/5.x,9.1
873,Unknown,,Unknown,3.53
25,Postfix,Exim 4.95,Linux 3.x,3.01
3389,RDP,,Unknown,8.72
513,Unknown,,Windows 10,5.78
53,Unknown,,Unknown,6.13
23,Telnet,,Linux 4.x/5.x,9.93
139,SMB,Samba,Linux 4.x/5.x,9.26
23,Telnet,,Windows Server 2019,9.96
22,OpenSSH,OpenSSH_8.2p1,Linux 4.x/5.x,6.41
1433,Unknown,Microsoft SQL Server 2019,Windows 10,0.75
8888,Unknown,,Cisco IOS,1.17
3389,RDP,Microsoft Terminal Services,Linux 4.x/5.x,9.45
69,Unknown,,Windows 10,1.66
5900,VNC,RFB 003.008,Windows 10,5.96
443,Apache,LiteSpeed,macOS 12,9.08
53,Unknown,,Unknown,3.13
23,Telnet,,FreeBSD 13,9.47
8080,Tomcat,nginx/1.18.0,FreeBSD 13,4.59
25,Postfix,Exim 4.95,Windows Server 2019,3.96
21,vsftpd,vsftpd 3.0.3,Windows Server 2019,4.48
513,Unknown,,Cisco IOS,1.19
512,Unknown,,Linux 3.x,0.57
2049,Unknown,,Cisco IOS,6.5
69,Unknown,,Linux 4.x/5.x,5.82
8888,Unknown,,FreeBSD 13,2.79
110,Unknown,Dovecot ready,Linux 3.x,0.34
21,vsftpd,vsftpd 3.0.3,Unknown,2.41
1433,Unknown,,Windows 10,2.1
445,SMB,Samba,FreeBSD 13,6.75
111,Unknown,,Unknown,2.09
8888,Unknown,,Unknown,0.0
23,Telnet,,Windows Server 2019,9.45
69,Unknown,,macOS 12,3.39
8080,nginx,Jetty,Linux 3.x,5.16
25,Postfix,Sendmail 8.15,Linux 3.x,7.11
4444,Unknown,,Linux 3.x,2.59
1433,Unknown,,Linux 3.x,6.46
1433,Unknown,,Linux 3.x,3.59
513,Unknown,,Linux 3.x,7.03
5432,PostgreSQL,PostgreSQL 14.2,Windows 10,1.89
23,Telnet,,macOS 12,8.96
4444,Unknown,,Linux 4.x/5.x,2.43
8888,Unknown,,Linux 3.x,6.21
27017,MongoDB,MongoDB 6.0,Windows 10,7.07
445,SMB,Windows SMB,macOS 12,8.32
80,Apache,Microsoft-IIS/10.0,FreeBSD 13,7.71
513,Unknown,,Windows 10,4.81
6379,Redis,Redis server v=7.0.4,Cisco IOS,6.85
8080,Apache,Jetty,Linux 4.x/5.x,5.12
8080,nginx,nginx/1.18.0,macOS 12,8.55
111,Unknown,,Linux 3.x,5.5
1521,Unknown,Oracle TNS Listener,Cisco IOS,6.03
80,Apache,LiteSpeed,Cisco IOS,8.38
512,Unknown,,Unknown,1.29
513,Unknown,,Cisco IOS,2.93
