port,service,framework,recommended_nuclei_tags
6379,db,Express,"cve,sqli"
3306,db,Unknown,"cve,sqli"
6379,db,Express,"cve,sqli"
3306,db,ASP.NET,"cve,sqli"
443,http,Spring_Boot,"cve,rce"
3306,db,React,"cve,sqli"
21,ftp,Spring_Boot,"network,default-login"
3306,db,ASP.NET,"cve,sqli"
6379,db,Express,"cve,sqli"
8080,http,ASP.NET,"cve,rce"
27017,db,Spring_Boot,"cve,sqli"
443,http,Node.js,"cve,rce"
3306,db,WordPress,"cve,sqli"
5432,db,Spring_Boot,"cve,sqli"
22,ssh,ASP.NET,"network,default-login"
3306,db,Unknown,"cve,sqli"
80,http,ASP.NET,"panel,misconfig"
5432,db,WordPress,"cve,sqli"
6379,db,Node.js,"cve,sqli"
22,ssh,WordPress,"network,default-login"
443,http,ASP.NET,"cve,rce"
3306,db,WordPress,"cve,sqli"
6379,db,ASP.NET,"cve,sqli"
8080,http,Unknown,"cve,rce"
8080,http,Node.js,"panel,misconfig"
27017,db,Unknown,"cve,sqli"
5432,db,ASP.NET,"cve,sqli"
6379,db,WordPress,"cve,sqli"
80,http,Node.js,"cve,rce"
8080,http,Django,"cve,rce"
3306,db,Vue,"cve,sqli"
3306,db,Unknown,"cve,sqli"
5432,db,Spring_Boot,"cve,sqli"
5432,db,Vue,"cve,sqli"
80,http,WordPress,"wordpress,plugin"
3306,db,Express,"cve,sqli"
27017,db,Vue,"cve,sqli"
6379,db,Spring_Boot,"cve,sqli"
22,ssh,React,"network,default-login"
5432,db,Spring_Boot,"cve,sqli"
22,ssh,Django,"network,default-login"
5432,db,Django,"cve,sqli"
21,ftp,WordPress,"network,default-login"
21,ftp,ASP.NET,"network,default-login"
5432,db,Express,"cve,sqli"
443,http,Django,"cve,rce"
3306,db,Vue,"cve,sqli"
5432,db,Vue,"cve,sqli"
5432,db,Laravel,"cve,sqli"
3306,db,Unknown,"cve,sqli"
80,http,Vue,"panel,misconfig"
5432,db,Django,"cve,sqli"
8080,http,React,"cve,rce"
80,http,Node.js,"cve,rce"
22,ssh,Django,"network,default-login"
21,ftp,React,"network,default-login"
6379,db,Express,"cve,sqli"
8080,http,Django,"cve,rce"
443,http,Vue,"panel,misconfig"
21,ftp,WordPress,"network,default-login"
22,ssh,Express,"network,default-login"
5432,db,Laravel,"cve,sqli"
80,http,Express,"cve,rce"
21,ftp,Unknown,"network,default-login"
6379,db,Node.js,"cve,sqli"
6379,db,Unknown,"cve,sqli"
27017,db,Spring_Boot,"cve,sqli"
5432,db,Express,"cve,sqli"
22,ssh,Laravel,"network,default-login"
22,ssh,React,"network,default-login"
21,ftp,Django,"network,default-login"
5432,db,Spring_Boot,"cve,sqli"
8080,http,Vue,"panel,misconfig"
5432,db,Vue,"cve,sqli"
21,ftp,ASP.NET,"network,default-login"
8080,http,React,"panel,misconfig"
21,ftp,React,"network,default-login"
27017,db,Express,"cve,sqli"
6379,db,Laravel,"cve,sqli"
22,ssh,Vue,"network,default-login"
8080,http,Spring_Boot,"panel,misconfig"
21,ftp,Vue,"network,default-login"
8080,http,Node.js,"cve,rce"
5432,db,Laravel,"cve,sqli"
27017,db,Spring_Boot,"cve,sqli"
21,ftp,Spring_Boot,"network,default-login"
80,http,ASP.NET,"panel,misconfig"
443,http,React,"panel,misconfig"
27017,db,Spring_Boot,"cve,sqli"
3306,db,ASP.NET,"cve,sqli"
80,http,Node.js,"panel,misconfig"
21,ftp,React,"network,default-login"
22,ssh,Express,"network,default-login"
6379,db,Django,"cve,sqli"
5432,db,Node.js,"cve,sqli"
3306,db,React,"cve,sqli"
22,ssh,ASP.NET,"network,default-login"
6379,db,Laravel,"cve,sqli"
5432,db,Vue,"cve,sqli"
6379,db,ASP.NET,"cve,sqli"
3306,db,React,"cve,sqli"
443,http,WordPress,"wordpress,plugin"
27017,db,Laravel,"cve,sqli"
6379,db,Vue,"cve,sqli"
22,ssh,Laravel,"network,default-login"
6379,db,Vue,"cve,sqli"
8080,http,Spring_Boot,"cve,rce"
22,ssh,Express,"network,default-login"
3306,db,WordPress,"cve,sqli"
3306,db,Node.js,"cve,sqli"
5432,db,React,"cve,sqli"
443,http,Express,"panel,misconfig"
22,ssh,Spring_Boot,"network,default-login"
22,ssh,Django,"network,default-login"
21,ftp,Unknown,"network,default-login"
3306,db,WordPress,"cve,sqli"
21,ftp,WordPress,"network,default-login"
21,ftp,React,"network,default-login"
80,http,Spring_Boot,"cve,rce"
80,http,Laravel,"panel,misconfig"
3306,db,WordPress,"cve,sqli"
5432,db,Express,"cve,sqli"
443,http,WordPress,"wordpress,plugin"
6379,db,Spring_Boot,"cve,sqli"
80,http,React,"panel,misconfig"
27017,db,ASP.NET,"cve,sqli"
27017,db,Node.js,"cve,sqli"
80,http,WordPress,"wordpress,plugin"
8080,http,Spring_Boot,"cve,rce"
5432,db,ASP.NET,"cve,sqli"
5432,db,Django,"cve,sqli"
3306,db,Vue,"cve,sqli"
6379,db,Unknown,"cve,sqli"
21,ftp,Laravel,"network,default-login"
443,http,WordPress,"wordpress,plugin"
21,ftp,Django,"network,default-login"
80,http,React,"cve,rce"
6379,db,WordPress,"cve,sqli"
27017,db,Vue,"cve,sqli"
5432,db,Unknown,"cve,sqli"
27017,db,Laravel,"cve,sqli"
3306,db,Spring_Boot,"cve,sqli"
22,ssh,WordPress,"network,default-login"
8080,http,Django,"panel,misconfig"
443,http,Unknown,"cve,rce"
8080,http,Unknown,"panel,misconfig"
3306,db,Vue,"cve,sqli"
21,ftp,ASP.NET,"network,default-login"
6379,db,Django,"cve,sqli"
80,http,Django,"panel,misconfig"
3306,db,Unknown,"cve,sqli"
22,ssh,Django,"network,default-login"
3306,db,WordPress,"cve,sqli"
3306,db,Vue,"cve,sqli"
5432,db,Laravel,"cve,sqli"
8080,http,WordPress,"wordpress,plugin"
443,http,Node.js,"panel,misconfig"
3306,db,Unknown,"cve,sqli"
3306,db,Django,"cve,sqli"
80,http,Unknown,"panel,misconfig"
8080,http,React,"cve,rce"
21,ftp,Laravel,"network,default-login"
8080,http,Unknown,"cve,rce"
3306,db,Node.js,"cve,sqli"
443,http,Spring_Boot,"panel,misconfig"
443,http,Vue,"panel,misconfig"
22,ssh,Node.js,"network,default-login"
21,ftp,Laravel,"network,default-login"
3306,db,WordPress,"cve,sqli"
27017,db,Laravel,"cve,sqli"
443,http,ASP.NET,"panel,misconfig"
443,http,Unknown,"panel,misconfig"
443,http,Express,"panel,misconfig"
5432,db,Spring_Boot,"cve,sqli"
22,ssh,ASP.NET,"network,default-login"
6379,db,Spring_Boot,"cve,sqli"
27017,db,Express,"cve,sqli"
80,http,Vue,"panel,misconfig"
5432,db,React,"cve,sqli"
5432,db,React,"cve,sqli"
80,http,Spring_Boot,"panel,misconfig"
80,http,Unknown,"cve,rce"
6379,db,WordPress,"cve,sqli"
3306,db,Express,"cve,sqli"
5432,db,Unknown,"cve,sqli"
27017,db,Node.js,"cve,sqli"
5432,db,Spring_Boot,"cve,sqli"
6379,db,Express,"cve,sqli"
21,ftp,Django,"network,default-login"
443,http,React,"panel,misconfig"
21,ftp,WordPress,"network,default-login"
8080,http,Unknown,"panel,misconfig"
6379,db,Spring_Boot,"cve,sqli"
8080,http,WordPress,"wordpress,plugin"
8080,http,Express,"panel,misconfig"
21,ftp,Unknown,"network,default-login"
6379,db,Node.js,"cve,sqli"
3306,db,Unknown,"cve,sqli"
80,http,Spring_Boot,"panel,misconfig"
22,ssh,React,"network,default-login"
6379,db,Vue,"cve,sqli"
22,ssh,Spring_Boot,"network,default-login"
22,ssh,ASP.NET,"network,default-login"
21,ftp,Laravel,"network,default-login"
3306,db,Spring_Boot,"cve,sqli"
3306,db,Django,"cve,sqli"
3306,db,Express,"cve,sqli"
8080,http,React,"panel,misconfig"
21,ftp,Laravel,"network,default-login"
27017,db,ASP.NET,"cve,sqli"
3306,db,React,"cve,sqli"
5432,db,React,"cve,sqli"
8080,http,React,"panel,misconfig"
5432,db,Laravel,"cve,sqli"
80,http,WordPress,"wordpress,plugin"
21,ftp,Vue,"network,default-login"
8080,http,Spring_Boot,"panel,misconfig"
5432,db,Spring_Boot,"cve,sqli"
22,ssh,Node.js,"network,default-login"
22,ssh,Laravel,"network,default-login"
6379,db,Node.js,"cve,sqli"
5432,db,Express,"cve,sqli"
5432,db,Spring_Boot,"cve,sqli"
3306,db,Spring_Boot,"cve,sqli"
3306,db,Unknown,"cve,sqli"
5432,db,Unknown,"cve,sqli"
6379,db,Vue,"cve,sqli"
6379,db,Spring_Boot,"cve,sqli"
6379,db,React,"cve,sqli"
21,ftp,Express,"network,default-login"
6379,db,Node.js,"cve,sqli"
21,ftp,Spring_Boot,"network,default-login"
443,http,Unknown,"panel,misconfig"
443,http,Laravel,"cve,rce"
443,http,React,"cve,rce"
443,http,Express,"cve,rce"
80,http,Node.js,"panel,misconfig"
6379,db,Vue,"cve,sqli"
21,ftp,Spring_Boot,"network,default-login"
6379,db,Express,"cve,sqli"
27017,db,React,"cve,sqli"
443,http,Django,"panel,misconfig"
8080,http,React,"panel,misconfig"
443,http,Django,"cve,rce"
21,ftp,Express,"network,default-login"
22,ssh,Node.js,"network,default-login"
5432,db,React,"cve,sqli"
8080,http,Unknown,"cve,rce"
3306,db,Django,"cve,sqli"
80,http,Unknown,"panel,misconfig"
22,ssh,Unknown,"network,default-login"
27017,db,Spring_Boot,"cve,sqli"
21,ftp,Express,"network,default-login"
27017,db,Unknown,"cve,sqli"
6379,db,WordPress,"cve,sqli"
22,ssh,Unknown,"network,default-login"
21,ftp,Node.js,"network,default-login"
22,ssh,Express,"network,default-login"
3306,db,Vue,"cve,sqli"
21,ftp,WordPress,"network,default-login"
22,ssh,Django,"network,default-login"
6379,db,Node.js,"cve,sqli"
21,ftp,Laravel,"network,default-login"
21,ftp,React,"network,default-login"
80,http,React,"cve,rce"
27017,db,Laravel,"cve,sqli"
8080,http,Unknown,"cve,rce"
6379,db,ASP.NET,"cve,sqli"
3306,db,React,"cve,sqli"
80,http,Express,"cve,rce"
6379,db,Unknown,"cve,sqli"
8080,http,Express,"panel,misconfig"
3306,db,Vue,"cve,sqli"
443,http,ASP.NET,"panel,misconfig"
21,ftp,Vue,"network,default-login"
80,http,Django,"cve,rce"
5432,db,Vue,"cve,sqli"
80,http,Express,"cve,rce"
21,ftp,Vue,"network,default-login"
21,ftp,Laravel,"network,default-login"
27017,db,React,"cve,sqli"
6379,db,ASP.NET,"cve,sqli"
80,http,Vue,"panel,misconfig"
443,http,Django,"panel,misconfig"
22,ssh,Django,"network,default-login"
443,http,Django,"panel,misconfig"
8080,http,Vue,"panel,misconfig"
6379,db,Unknown,"cve,sqli"
6379,db,Spring_Boot,"cve,sqli"
5432,db,Django,"cve,sqli"
21,ftp,Spring_Boot,"network,default-login"
80,http,ASP.NET,"panel,misconfig"
80,http,React,"cve,rce"
8080,http,Django,"cve,rce"
6379,db,Node.js,"cve,sqli"
3306,db,Unknown,"cve,sqli"
80,http,Unknown,"cve,rce"
8080,http,Express,"panel,misconfig"
22,ssh,Django,"network,default-login"
3306,db,Spring_Boot,"cve,sqli"
22,ssh,Django,"network,default-login"
21,ftp,React,"network,default-login"
21,ftp,ASP.NET,"network,default-login"
22,ssh,React,"network,default-login"
6379,db,Unknown,"cve,sqli"
6379,db,Unknown,"cve,sqli"
443,http,WordPress,"wordpress,plugin"
22,ssh,Node.js,"network,default-login"
21,ftp,Node.js,"network,default-login"
443,http,Vue,"cve,rce"
21,ftp,ASP.NET,"network,default-login"
3306,db,Unknown,"cve,sqli"
21,ftp,Node.js,"network,default-login"
27017,db,WordPress,"cve,sqli"
8080,http,Unknown,"cve,rce"
27017,db,Django,"cve,sqli"
5432,db,Unknown,"cve,sqli"
21,ftp,Django,"network,default-login"
22,ssh,Spring_Boot,"network,default-login"
21,ftp,Django,"network,default-login"
21,ftp,Express,"network,default-login"
22,ssh,Express,"network,default-login"
27017,db,Laravel,"cve,sqli"
5432,db,Express,"cve,sqli"
22,ssh,Node.js,"network,default-login"
21,ftp,Laravel,"network,default-login"
8080,http,Laravel,"cve,rce"
443,http,React,"cve,rce"
443,http,Node.js,"cve,rce"
21,ftp,React,"network,default-login"
443,http,Express,"panel,misconfig"
6379,db,Node.js,"cve,sqli"
22,ssh,Unknown,"network,default-login"
443,http,ASP.NET,"panel,misconfig"
3306,db,Spring_Boot,"cve,sqli"
27017,db,Laravel,"cve,sqli"
443,http,Spring_Boot,"cve,rce"
21,ftp,Laravel,"network,default-login"
8080,http,Vue,"cve,rce"
21,ftp,ASP.NET,"network,default-login"
443,http,Vue,"cve,rce"
22,ssh,Spring_Boot,"network,default-login"
80,http,React,"panel,misconfig"
27017,db,Laravel,"cve,sqli"
80,http,Node.js,"panel,misconfig"
3306,db,Django,"cve,sqli"
8080,http,ASP.NET,"panel,misconfig"
3306,db,Vue,"cve,sqli"
443,http,Express,"cve,rce"
21,ftp,React,"network,default-login"
80,http,Django,"panel,misconfig"
21,ftp,Unknown,"network,default-login"
443,http,React,"cve,rce"
80,http,Django,"panel,misconfig"
22,ssh,React,"network,default-login"
6379,db,Django,"cve,sqli"
80,http,Django,"panel,misconfig"
22,ssh,Spring_Boot,"network,default-login"
6379,db,ASP.NET,"cve,sqli"
21,ftp,Django,"network,default-login"
5432,db,ASP.NET,"cve,sqli"
27017,db,React,"cve,sqli"
8080,http,React,"panel,misconfig"
80,http,Spring_Boot,"cve,rce"
21,ftp,Unknown,"network,default-login"
3306,db,React,"cve,sqli"
22,ssh,WordPress,"network,default-login"
80,http,Node.js,"panel,misconfig"
27017,db,Node.js,"cve,sqli"
21,ftp,WordPress,"network,default-login"
22,ssh,Spring_Boot,"network,default-login"
443,http,Vue,"panel,misconfig"
8080,http,Spring_Boot,"cve,rce"
27017,db,ASP.NET,"cve,sqli"
80,http,ASP.NET,"panel,misconfig"
443,http,Unknown,"cve,rce"
6379,db,Spring_Boot,"cve,sqli"
21,ftp,Django,"network,default-login"
3306,db,Vue,"cve,sqli"
80,http,Node.js,"cve,rce"
6379,db,WordPress,"cve,sqli"
22,ssh,React,"network,default-login"
22,ssh,React,"network,default-login"
21,ftp,Vue,"network,default-login"
8080,http,Node.js,"panel,misconfig"
6379,db,Unknown,"cve,sqli"
443,http,WordPress,"wordpress,plugin"
8080,http,Spring_Boot,"cve,rce"
443,http,Spring_Boot,"panel,misconfig"
22,ssh,Django,"network,default-login"
5432,db,WordPress,"cve,sqli"
80,http,Django,"panel,misconfig"
27017,db,Django,"cve,sqli"
3306,db,Django,"cve,sqli"
8080,http,Django,"panel,misconfig"
443,http,ASP.NET,"cve,rce"
27017,db,Django,"cve,sqli"
443,http,Django,"panel,misconfig"
5432,db,Node.js,"cve,sqli"
3306,db,Vue,"cve,sqli"
80,http,Node.js,"cve,rce"
22,ssh,Unknown,"network,default-login"
21,ftp,Unknown,"network,default-login"
80,http,Node.js,"panel,misconfig"
6379,db,Express,"cve,sqli"
8080,http,Spring_Boot,"panel,misconfig"
6379,db,Spring_Boot,"cve,sqli"
22,ssh,WordPress,"network,default-login"
8080,http,React,"cve,rce"
6379,db,Django,"cve,sqli"
21,ftp,Laravel,"network,default-login"
443,http,Unknown,"panel,misconfig"
22,ssh,Laravel,"network,default-login"
3306,db,Node.js,"cve,sqli"
22,ssh,Spring_Boot,"network,default-login"
80,http,React,"cve,rce"
80,http,Django,"panel,misconfig"
21,ftp,React,"network,default-login"
8080,http,Express,"panel,misconfig"
80,http,Laravel,"cve,rce"
22,ssh,Laravel,"network,default-login"
21,ftp,Node.js,"network,default-login"
27017,db,Django,"cve,sqli"
8080,http,WordPress,"wordpress,plugin"
21,ftp,Spring_Boot,"network,default-login"
22,ssh,Spring_Boot,"network,default-login"
443,http,WordPress,"wordpress,plugin"
5432,db,Express,"cve,sqli"
80,http,Node.js,"cve,rce"
21,ftp,Laravel,"network,default-login"
27017,db,React,"cve,sqli"
8080,http,Laravel,"panel,misconfig"
22,ssh,Vue,"network,default-login"
22,ssh,Unknown,"network,default-login"
27017,db,ASP.NET,"cve,sqli"
443,http,Django,"cve,rce"
6379,db,Express,"cve,sqli"
8080,http,Node.js,"panel,misconfig"
443,http,Express,"panel,misconfig"
443,http,Express,"panel,misconfig"
5432,db,Unknown,"cve,sqli"
5432,db,Node.js,"cve,sqli"
21,ftp,WordPress,"network,default-login"
80,http,Node.js,"cve,rce"
3306,db,Unknown,"cve,sqli"
80,http,ASP.NET,"panel,misconfig"
3306,db,Node.js,"cve,sqli"
6379,db,Node.js,"cve,sqli"
443,http,Django,"cve,rce"
5432,db,Express,"cve,sqli"
3306,db,Django,"cve,sqli"
5432,db,React,"cve,sqli"
80,http,WordPress,"wordpress,plugin"
21,ftp,Unknown,"network,default-login"
80,http,WordPress,"wordpress,plugin"
3306,db,Laravel,"cve,sqli"
80,http,WordPress,"wordpress,plugin"
3306,db,ASP.NET,"cve,sqli"
22,ssh,Express,"network,default-login"
443,http,Spring_Boot,"panel,misconfig"
21,ftp,Django,"network,default-login"
80,http,Laravel,"cve,rce"
3306,db,React,"cve,sqli"
27017,db,Vue,"cve,sqli"
80,http,Node.js,"panel,misconfig"
8080,http,Unknown,"panel,misconfig"
5432,db,Laravel,"cve,sqli"
80,http,Vue,"panel,misconfig"
8080,http,Django,"cve,rce"
443,http,Django,"panel,misconfig"
8080,http,Unknown,"cve,rce"
5432,db,Django,"cve,sqli"
8080,http,Django,"panel,misconfig"
21,ftp,Express,"network,default-login"
27017,db,Laravel,"cve,sqli"
3306,db,Unknown,"cve,sqli"
443,http,Django,"panel,misconfig"
443,http,Express,"cve,rce"
80,http,Express,"cve,rce"
21,ftp,Unknown,"network,default-login"
27017,db,Express,"cve,sqli"
5432,db,Vue,"cve,sqli"
21,ftp,Django,"network,default-login"
8080,http,Django,"cve,rce"
5432,db,React,"cve,sqli"
8080,http,Express,"cve,rce"
3306,db,Vue,"cve,sqli"
5432,db,Node.js,"cve,sqli"
21,ftp,Node.js,"network,default-login"
6379,db,Laravel,"cve,sqli"
27017,db,Spring_Boot,"cve,sqli"
3306,db,Laravel,"cve,sqli"
80,http,Node.js,"cve,rce"
80,http,Vue,"cve,rce"
5432,db,Laravel,"cve,sqli"
21,ftp,React,"network,default-login"
8080,http,Spring_Boot,"cve,rce"
21,ftp,WordPress,"network,default-login"
22,ssh,ASP.NET,"network,default-login"
27017,db,Node.js,"cve,sqli"
8080,http,Node.js,"cve,rce"
80,http,Vue,"cve,rce"
3306,db,Vue,"cve,sqli"
443,http,Node.js,"cve,rce"
3306,db,Django,"cve,sqli"
21,ftp,Node.js,"network,default-login"
27017,db,Unknown,"cve,sqli"
21,ftp,Vue,"network,default-login"
443,http,Laravel,"panel,misconfig"
443,http,ASP.NET,"panel,misconfig"
3306,db,Vue,"cve,sqli"
443,http,Vue,"panel,misconfig"
6379,db,WordPress,"cve,sqli"
8080,http,Express,"panel,misconfig"
3306,db,Spring_Boot,"cve,sqli"
443,http,Node.js,"panel,misconfig"
8080,http,Node.js,"panel,misconfig"
3306,db,WordPress,"cve,sqli"
3306,db,React,"cve,sqli"
27017,db,Vue,"cve,sqli"
27017,db,React,"cve,sqli"
22,ssh,Spring_Boot,"network,default-login"
80,http,Node.js,"panel,misconfig"
5432,db,ASP.NET,"cve,sqli"
8080,http,React,"cve,rce"
443,http,Node.js,"panel,misconfig"
5432,db,Unknown,"cve,sqli"
27017,db,ASP.NET,"cve,sqli"
22,ssh,WordPress,"network,default-login"
443,http,Laravel,"panel,misconfig"
8080,http,Django,"panel,misconfig"
21,ftp,Express,"network,default-login"
8080,http,Unknown,"panel,misconfig"
80,http,Vue,"panel,misconfig"
27017,db,Laravel,"cve,sqli"
5432,db,Django,"cve,sqli"
443,http,React,"panel,misconfig"
5432,db,Vue,"cve,sqli"
22,ssh,Unknown,"network,default-login"
22,ssh,React,"network,default-login"
8080,http,WordPress,"wordpress,plugin"
8080,http,Unknown,"panel,misconfig"
5432,db,WordPress,"cve,sqli"
6379,db,ASP.NET,"cve,sqli"
27017,db,Laravel,"cve,sqli"
80,http,Spring_Boot,"panel,misconfig"
6379,db,Laravel,"cve,sqli"
22,ssh,Unknown,"network,default-login"
3306,db,Express,"cve,sqli"
22,ssh,WordPress,"network,default-login"
21,ftp,ASP.NET,"network,default-login"
3306,db,Laravel,"cve,sqli"
5432,db,Laravel,"cve,sqli"
21,ftp,Unknown,"network,default-login"
22,ssh,Unknown,"network,default-login"
5432,db,Express,"cve,sqli"
27017,db,Express,"cve,sqli"
443,http,WordPress,"wordpress,plugin"
443,http,Express,"panel,misconfig"
8080,http,Express,"panel,misconfig"
6379,db,ASP.NET,"cve,sqli"
5432,db,Node.js,"cve,sqli"
5432,db,React,"cve,sqli"
27017,db,WordPress,"cve,sqli"
6379,db,Express,"cve,sqli"
443,http,Express,"cve,rce"
443,http,Express,"cve,rce"
3306,db,Spring_Boot,"cve,sqli"
443,http,Django,"cve,rce"
8080,http,Laravel,"panel,misconfig"
5432,db,WordPress,"cve,sqli"
6379,db,Node.js,"cve,sqli"
80,http,Laravel,"cve,rce"
22,ssh,React,"network,default-login"
6379,db,Unknown,"cve,sqli"
22,ssh,Express,"network,default-login"
22,ssh,React,"network,default-login"
6379,db,WordPress,"cve,sqli"
21,ftp,Unknown,"network,default-login"
21,ftp,React,"network,default-login"
21,ftp,Unknown,"network,default-login"
6379,db,ASP.NET,"cve,sqli"
8080,http,Vue,"cve,rce"
27017,db,Laravel,"cve,sqli"
80,http,Django,"panel,misconfig"
6379,db,WordPress,"cve,sqli"
6379,db,WordPress,"cve,sqli"
27017,db,Express,"cve,sqli"
27017,db,Spring_Boot,"cve,sqli"
6379,db,React,"cve,sqli"
27017,db,React,"cve,sqli"
443,http,Laravel,"panel,misconfig"
21,ftp,Django,"network,default-login"
22,ssh,Laravel,"network,default-login"
5432,db,Express,"cve,sqli"
27017,db,ASP.NET,"cve,sqli"
6379,db,React,"cve,sqli"
443,http,Unknown,"cve,rce"
3306,db,ASP.NET,"cve,sqli"
21,ftp,Laravel,"network,default-login"
80,http,Spring_Boot,"cve,rce"
443,http,Django,"panel,misconfig"
3306,db,WordPress,"cve,sqli"
5432,db,Laravel,"cve,sqli"
22,ssh,Vue,"network,default-login"
21,ftp,Vue,"network,default-login"
3306,db,Laravel,"cve,sqli"
27017,db,Spring_Boot,"cve,sqli"
21,ftp,ASP.NET,"network,default-login"
27017,db,Django,"cve,sqli"
27017,db,Unknown,"cve,sqli"
3306,db,ASP.NET,"cve,sqli"
3306,db,Laravel,"cve,sqli"
5432,db,WordPress,"cve,sqli"
443,http,Vue,"panel,misconfig"
27017,db,Laravel,"cve,sqli"
443,http,Laravel,"cve,rce"
22,ssh,Vue,"network,default-login"
8080,http,Laravel,"panel,misconfig"
27017,db,WordPress,"cve,sqli"
21,ftp,WordPress,"network,default-login"
22,ssh,Laravel,"network,default-login"
6379,db,Laravel,"cve,sqli"
8080,http,Unknown,"panel,misconfig"
443,http,WordPress,"wordpress,plugin"
443,http,Spring_Boot,"cve,rce"
80,http,Django,"panel,misconfig"
3306,db,Laravel,"cve,sqli"
3306,db,Laravel,"cve,sqli"
80,http,Spring_Boot,"cve,rce"
22,ssh,Laravel,"network,default-login"
6379,db,Vue,"cve,sqli"
443,http,React,"panel,misconfig"
27017,db,Vue,"cve,sqli"
443,http,Spring_Boot,"cve,rce"
80,http,React,"panel,misconfig"
22,ssh,Express,"network,default-login"
8080,http,Laravel,"panel,misconfig"
8080,http,React,"cve,rce"
22,ssh,Express,"network,default-login"
443,http,Express,"cve,rce"
22,ssh,Unknown,"network,default-login"
6379,db,ASP.NET,"cve,sqli"
6379,db,Spring_Boot,"cve,sqli"
5432,db,Vue,"cve,sqli"
80,http,Django,"cve,rce"
5432,db,Express,"cve,sqli"
443,http,Unknown,"panel,misconfig"
443,http,Unknown,"cve,rce"
8080,http,Spring_Boot,"cve,rce"
443,http,Unknown,"cve,rce"
80,http,Unknown,"panel,misconfig"
443,http,Express,"panel,misconfig"
443,http,ASP.NET,"panel,misconfig"
21,ftp,ASP.NET,"network,default-login"
3306,db,React,"cve,sqli"
80,http,WordPress,"wordpress,plugin"
6379,db,Vue,"cve,sqli"
8080,http,Spring_Boot,"panel,misconfig"
21,ftp,Express,"network,default-login"
21,ftp,Node.js,"network,default-login"
22,ssh,Unknown,"network,default-login"
80,http,Unknown,"panel,misconfig"
8080,http,Django,"cve,rce"
5432,db,Unknown,"cve,sqli"
22,ssh,Node.js,"network,default-login"
3306,db,Django,"cve,sqli"
5432,db,Django,"cve,sqli"
22,ssh,Unknown,"network,default-login"
3306,db,ASP.NET,"cve,sqli"
443,http,React,"panel,misconfig"
6379,db,Node.js,"cve,sqli"
21,ftp,Node.js,"network,default-login"
21,ftp,Django,"network,default-login"
22,ssh,Unknown,"network,default-login"
6379,db,Spring_Boot,"cve,sqli"
443,http,Unknown,"cve,rce"
8080,http,WordPress,"wordpress,plugin"
22,ssh,ASP.NET,"network,default-login"
5432,db,Spring_Boot,"cve,sqli"
22,ssh,Spring_Boot,"network,default-login"
22,ssh,ASP.NET,"network,default-login"
3306,db,Unknown,"cve,sqli"
80,http,Spring_Boot,"panel,misconfig"
5432,db,Unknown,"cve,sqli"
21,ftp,Django,"network,default-login"
80,http,Vue,"panel,misconfig"
443,http,ASP.NET,"panel,misconfig"
443,http,Spring_Boot,"panel,misconfig"
6379,db,Unknown,"cve,sqli"
22,ssh,Laravel,"network,default-login"
6379,db,Spring_Boot,"cve,sqli"
6379,db,ASP.NET,"cve,sqli"
443,http,ASP.NET,"panel,misconfig"
22,ssh,React,"network,default-login"
22,ssh,Node.js,"network,default-login"
3306,db,Unknown,"cve,sqli"
80,http,Spring_Boot,"panel,misconfig"
21,ftp,Vue,"network,default-login"
6379,db,Express,"cve,sqli"
21,ftp,Django,"network,default-login"
5432,db,Unknown,"cve,sqli"
5432,db,Node.js,"cve,sqli"
27017,db,Spring_Boot,"cve,sqli"
3306,db,WordPress,"cve,sqli"
5432,db,React,"cve,sqli"
3306,db,Node.js,"cve,sqli"
22,ssh,Unknown,"network,default-login"
6379,db,Node.js,"cve,sqli"
6379,db,Express,"cve,sqli"
80,http,Node.js,"panel,misconfig"
21,ftp,ASP.NET,"network,default-login"
443,http,ASP.NET,"panel,misconfig"
27017,db,Node.js,"cve,sqli"
27017,db,Express,"cve,sqli"
21,ftp,Express,"network,default-login"
443,http,Django,"panel,misconfig"
27017,db,Spring_Boot,"cve,sqli"
21,ftp,Spring_Boot,"network,default-login"
8080,http,React,"panel,misconfig"
443,http,Django,"panel,misconfig"
80,http,Django,"cve,rce"
3306,db,React,"cve,sqli"
6379,db,Django,"cve,sqli"
80,http,WordPress,"wordpress,plugin"
443,http,Spring_Boot,"cve,rce"
8080,http,React,"cve,rce"
6379,db,Spring_Boot,"cve,sqli"
443,http,Vue,"cve,rce"
21,ftp,Unknown,"network,default-login"
3306,db,Spring_Boot,"cve,sqli"
443,http,WordPress,"wordpress,plugin"
5432,db,WordPress,"cve,sqli"
3306,db,Node.js,"cve,sqli"
21,ftp,Express,"network,default-login"
3306,db,Vue,"cve,sqli"
6379,db,ASP.NET,"cve,sqli"
6379,db,Spring_Boot,"cve,sqli"
6379,db,Spring_Boot,"cve,sqli"
6379,db,Node.js,"cve,sqli"
8080,http,Unknown,"panel,misconfig"
6379,db,Node.js,"cve,sqli"
5432,db,Vue,"cve,sqli"
443,http,Express,"panel,misconfig"
8080,http,Node.js,"panel,misconfig"
21,ftp,React,"network,default-login"
22,ssh,WordPress,"network,default-login"
8080,http,ASP.NET,"panel,misconfig"
27017,db,ASP.NET,"cve,sqli"
8080,http,Unknown,"panel,misconfig"
6379,db,Django,"cve,sqli"
21,ftp,Laravel,"network,default-login"
