port,port_state,protocol,rtt_ms,ttl,os_fingerprint,banner_text,icmp_blocked,rst_received,filtered_port_count,open_port_count,total_ports_scanned,firewall_present,firewall_type,best_bypass_flag
23,open,tcp,106.95,46,Windows 10,,0,0,0,15,301,0,none,connect_scan
22,filtered,tcp,69.17,46,Linux 4.x/5.x,,1,0,382,3,500,1,cloudflare,dns_source_port
3306,open,tcp,30.11,65,FreeBSD 13,MySQL 5.7.38,0,0,0,21,423,0,none,connect_scan
110,open,tcp,202.33,51,macOS 12,+OK POP3 ready,1,0,468,9,651,1,pf_bsd,ack_scan
5432,filtered,tcp,261.74,241,Unknown,,1,0,269,4,330,1,cisco_acl,dns_source_port
5900,filtered,tcp,26.62,43,Unknown,,1,0,522,10,715,1,pf_bsd,ack_scan
5900,filtered,tcp,121.0,47,Windows Server 2019,,1,0,550,11,797,1,pf_bsd,null_scan
5900,filtered,tcp,35.68,40,Unknown,,1,0,348,2,383,1,cloudflare,fragment
22,filtered,tcp,25.36,49,Linux 3.x,,0,0,425,13,668,1,iptables,fin_scan
69,filtered,tcp,88.97,239,Cisco IOS,,1,0,355,6,553,1,cisco_acl,https_source_port
25,filtered,tcp,59.54,46,Windows 10,,0,0,515,3,645,1,ids_ips,slow_scan
25,filtered,tcp,20.74,47,Linux 4.x/5.x,,1,0,225,3,312,1,aws_waf,fragment
445,filtered,tcp,16.52,49,Unknown,,1,0,672,9,987,1,aws_waf,slow_scan
1433,filtered,tcp,64.26,57,Linux 4.x/5.x,,1,0,319,2,347,1,cloudflare,dns_source_port
143,filtered,tcp,45.66,58,Cisco IOS,,1,0,618,14,967,1,pf_bsd,null_scan
22,filtered,tcp,20.63,46,macOS 12,,1,0,918,4,937,1,ids_ips,slow_scan
1521,filtered,tcp,33.84,53,Linux 4.x/5.x,,0,0,68,2,127,1,iptables,xmas_scan
873,filtered,tcp,98.21,44,Linux 4.x/5.x,,1,0,40,0,54,1,cloudflare,dns_source_port
80,filtered,tcp,122.22,50,Linux 4.x/5.x,,0,0,296,11,595,1,iptables,fin_scan
69,open,tcp,113.28,53,Linux 3.x,,0,0,611,19,957,1,iptables,fin_scan
443,filtered,tcp,38.98,52,Linux 3.x,,1,0,697,13,908,1,pf_bsd,ack_scan
143,filtered,tcp,79.48,45,Unknown,,1,0,65,0,92,1,cloudflare,dns_source_port
8080,closed,tcp,14.6,49,Windows 10,,0,0,0,17,357,0,none,connect_scan
5900,filtered,tcp,38.27,45,Unknown,,1,0,293,2,373,1,cloudflare,dns_source_port
8443,filtered,tcp,31.48,43,Linux 5.x,,1,0,49,0,59,1,cloudflare,stealth_syn
139,open,tcp,15.89,252,Cisco IOS,Samba,0,0,481,9,770,1,cisco_acl,http_source_port
143,filtered,tcp,65.22,46,Unknown,,1,0,256,6,434,1,pf_bsd,ack_scan
111,open,tcp,275.08,47,FreeBSD 13,,0,0,598,19,972,1,iptables,xmas_scan
873,filtered,tcp,80.01,58,Linux 5.x,,1,0,636,5,750,1,cloudflare,dns_source_port
5900,open,tcp,205.96,55,Windows Server 2019,RFB 003.008,0,0,0,24,493,0,none,connect_scan
22,closed,tcp,79.35,46,Linux 4.x/5.x,,1,0,420,3,528,1,cloudflare,stealth_syn
22,open,tcp,27.91,49,FreeBSD 13,OpenSSH_7.4p1,1,0,181,0,187,1,ids_ips,decoy_scan
873,filtered,tcp,37.92,60,Unknown,,0,0,262,2,374,1,cloudflare,stealth_syn
1521,filtered,tcp,167.41,252,Cisco IOS,,1,0,238,4,358,1,cisco_acl,https_source_port
3306,closed,tcp,151.14,53,Windows 10,,0,0,269,6,435,1,pf_bsd,ack_scan
445,filtered,tcp,15.54,60,Cisco IOS,,1,0,80,0,89,1,ids_ips,combo_advanced
53,filtered,tcp,51.91,48,FreeBSD 13,,1,0,580,19,997,1,iptables,xmas_scan
80,open,tcp,59.43,57,Unknown,LiteSpeed,1,0,504,6,652,1,aws_waf,fragment
143,open,tcp,265.32,48,macOS 12,* OK [CAPABILITY IMAP4rev1],0,0,489,10,669,1,pf_bsd,ack_scan
80,filtered,tcp,26.82,57,Unknown,,1,0,574,7,741,1,aws_waf,decoy_scan
443,filtered,tcp,64.37,54,Unknown,,1,0,492,4,580,1,cloudflare,stealth_syn
445,filtered,tcp,58.45,56,Linux 5.x,,1,0,420,4,540,1,cloudflare,dns_source_port
143,open,tcp,17.84,55,macOS 12,Dovecot IMAP,0,0,0,3,72,0,none,connect_scan
27017,open,tcp,272.59,44,Linux 4.x/5.x,ismaster,0,0,501,11,789,1,pf_bsd,null_scan
5900,open,tcp,40.49,60,Windows Server 2019,RFB 003.008,0,0,0,24,491,0,none,connect_scan
25,filtered,tcp,39.61,55,Unknown,,1,0,353,4,424,1,aws_waf,slow_scan
3389,filtered,tcp,294.36,241,Cisco IOS,,1,0,261,4,385,1,cisco_acl,http_source_port
8080,closed,tcp,36.28,58,Linux 3.x,,0,0,0,41,838,0,none,connect_scan
6379,open,tcp,72.99,53,Windows Server 2019,Redis server v=7.0.4,0,0,0,48,973,0,none,connect_scan
443,open,tcp,94.43,62,Linux 4.x/5.x,,0,0,0,10,213,0,none,connect_scan
445,filtered,tcp,38.16,50,Unknown,,0,0,447,6,691,1,aws_waf,slow_scan
80,open,tcp,99.11,55,FreeBSD 13,Microsoft-IIS/10.0,0,0,0,24,481,0,none,connect_scan
143,open,tcp,31.54,56,Unknown,Dovecot IMAP,0,0,0,45,911,0,none,connect_scan
110,filtered,tcp,20.16,58,Windows Server 2019,,1,0,757,4,888,1,ids_ips,slow_scan
1433,filtered,tcp,152.18,56,Linux 4.x/5.x,,1,0,130,1,145,1,cloudflare,stealth_syn
25,filtered,tcp,72.28,55,Linux 4.x/5.x,,1,0,165,1,187,1,cloudflare,stealth_syn
139,filtered,tcp,26.16,52,Windows 10,,1,0,622,12,813,1,pf_bsd,null_scan
5432,filtered,tcp,100.91,59,Windows Server 2019,,0,0,239,8,404,1,iptables,xmas_scan
514,filtered,tcp,64.32,46,Windows 10,,0,0,411,13,672,1,iptables,xmas_scan
110,filtered,tcp,95.89,42,Unknown,,0,0,648,8,834,1,aws_waf,fragment
5900,filtered,tcp,37.64,53,Linux 5.x,,1,0,849,9,996,1,aws_waf,fragment
27017,filtered,tcp,34.24,53,Linux 5.x,,1,0,692,8,801,1,aws_waf,slow_scan
1433,filtered,tcp,229.52,55,Linux 4.x/5.x,,0,0,153,3,266,1,pf_bsd,null_scan
443,filtered,tcp,80.62,47,Linux 4.x/5.x,,1,0,677,6,855,1,cloudflare,dns_source_port
80,open,tcp,218.42,249,Unknown,,1,0,686,11,923,1,cisco_acl,dns_source_port
445,filtered,tcp,46.77,34,Unknown,,1,0,444,5,597,1,aws_waf,slow_scan
23,filtered,tcp,64.72,243,Unknown,,0,0,727,12,983,1,cisco_acl,dns_source_port
445,filtered,tcp,61.28,44,Linux 4.x/5.x,,0,0,621,9,913,1,aws_waf,slow_scan
139,filtered,tcp,70.87,40,Linux 5.x,,1,0,651,8,817,1,aws_waf,decoy_scan
8443,open,tcp,24.34,55,FreeBSD 13,Apache/2.4.41,1,0,511,11,751,1,pf_bsd,ack_scan
6379,open,tcp,41.16,252,Unknown,Redis server v=7.0.4,1,0,310,5,472,1,cisco_acl,https_source_port
3389,filtered,tcp,230.64,47,Windows Server 2019,,1,0,152,3,240,1,pf_bsd,ack_scan
139,open,tcp,52.73,64,FreeBSD 13,Samba,0,0,0,27,550,0,none,connect_scan
27017,filtered,tcp,16.29,235,Cisco IOS,,1,0,191,3,272,1,cisco_acl,dns_source_port
22,filtered,tcp,19.75,55,Windows Server 2019,,0,0,607,3,665,1,ids_ips,decoy_scan
22,open,tcp,9.52,62,Windows Server 2019,Dropbear SSH,0,0,0,2,50,0,none,connect_scan
27017,open,tcp,129.37,53,Linux 3.x,ismaster,0,0,77,2,123,1,iptables,xmas_scan
6379,filtered,tcp,438.03,248,Unknown,,1,0,419,6,535,1,cisco_acl,http_source_port
139,filtered,tcp,16.47,45,FreeBSD 13,,1,0,847,4,982,1,ids_ips,decoy_scan
3389,open,tcp,84.89,51,Cisco IOS,Microsoft Terminal Services,0,0,225,5,396,1,pf_bsd,ack_scan
514,open,tcp,42.15,246,Unknown,,1,0,701,12,966,1,cisco_acl,http_source_port
5900,open,tcp,56.08,57,Windows 10,RealVNC,0,0,0,4,82,0,none,connect_scan
53,closed,tcp,20.6,60,macOS 12,,0,0,353,13,689,1,iptables,fin_scan
139,filtered,tcp,7.64,52,Windows Server 2019,,1,0,314,1,322,1,ids_ips,decoy_scan
21,open,tcp,51.81,58,Cisco IOS,vsftpd 3.0.3,0,0,0,4,82,0,none,connect_scan
80,filtered,tcp,69.07,50,Linux 4.x/5.x,,0,0,104,2,172,1,pf_bsd,ack_scan
8080,open,tcp,21.25,238,Unknown,Apache/2.4.41,0,0,342,5,463,1,cisco_acl,http_source_port
21,filtered,tcp,80.94,54,Unknown,,1,0,239,2,321,1,cloudflare,stealth_syn
143,filtered,tcp,37.64,56,Linux 4.x/5.x,,1,0,49,1,67,1,pf_bsd,ack_scan
21,closed,tcp,20.19,45,Windows Server 2019,,0,0,482,18,935,1,iptables,fin_scan
873,filtered,tcp,96.44,50,Unknown,,1,0,652,3,694,1,ids_ips,decoy_scan
5900,filtered,tcp,54.39,45,Linux 5.x,,1,0,240,3,342,1,aws_waf,decoy_scan
3389,open,tcp,44.0,52,Unknown,Microsoft Terminal Services,0,0,0,5,117,0,none,connect_scan
1521,filtered,tcp,76.02,51,Linux 4.x/5.x,,0,0,239,3,313,1,aws_waf,fragment
25,filtered,tcp,74.84,45,Linux 4.x/5.x,,0,0,689,9,951,1,aws_waf,decoy_scan
22,open,tcp,15.91,52,Cisco IOS,OpenSSH_7.4p1,0,0,0,10,206,0,none,connect_scan
3306,open,tcp,14.6,59,Unknown,MySQL 8.0.28,0,0,0,5,111,0,none,connect_scan
80,filtered,tcp,102.18,41,Linux 4.x/5.x,,1,0,787,6,929,1,cloudflare,fragment
53,filtered,tcp,37.41,40,Unknown,,1,0,288,3,381,1,aws_waf,decoy_scan
21,open,tcp,88.58,49,Linux 4.x/5.x,FileZilla FTP,0,0,201,8,405,1,iptables,xmas_scan
53,open,tcp,36.16,53,macOS 12,,0,0,0,11,237,0,none,connect_scan
8443,open,tcp,75.02,253,Unknown,nginx/1.18.0,1,0,78,1,108,1,cisco_acl,https_source_port
5900,filtered,tcp,9.33,52,Unknown,,0,0,330,10,512,1,iptables,null_scan
3389,filtered,tcp,31.68,49,Linux 5.x,,0,0,360,4,463,1,aws_waf,decoy_scan
53,filtered,tcp,166.94,47,Cisco IOS,,1,0,299,7,512,1,pf_bsd,null_scan
445,filtered,tcp,64.92,43,macOS 12,,1,0,757,4,848,1,ids_ips,slow_scan
110,open,tcp,85.65,37,Linux 4.x/5.x,Dovecot ready,1,0,73,0,81,1,cloudflare,fragment
110,filtered,tcp,30.57,52,FreeBSD 13,,1,0,211,1,227,1,ids_ips,decoy_scan
4444,open,tcp,142.34,57,Linux 4.x/5.x,,0,0,0,27,549,0,none,connect_scan
27017,filtered,tcp,35.96,60,Cisco IOS,,1,0,317,1,341,1,ids_ips,decoy_scan
5900,filtered,tcp,69.16,249,Unknown,,1,0,473,8,701,1,cisco_acl,http_source_port
3306,filtered,tcp,83.75,42,Linux 5.x,,1,0,733,8,876,1,aws_waf,slow_scan
8443,filtered,tcp,37.12,248,Cisco IOS,,1,0,504,8,650,1,cisco_acl,http_source_port
143,open,tcp,133.99,48,Linux 4.x/5.x,* OK [CAPABILITY IMAP4rev1],1,0,601,12,860,1,pf_bsd,ack_scan
8443,filtered,tcp,10.46,42,macOS 12,,0,0,92,3,188,1,iptables,null_scan
443,open,tcp,56.07,52,Cisco IOS,,0,0,0,30,619,0,none,connect_scan
110,filtered,tcp,12.19,56,Linux 4.x/5.x,,0,0,91,0,108,1,ids_ips,combo_advanced
53,filtered,tcp,34.01,62,Unknown,,0,0,191,7,357,1,iptables,fin_scan
27017,filtered,tcp,37.79,51,macOS 12,,1,0,709,4,912,1,ids_ips,combo_advanced
5432,open,tcp,70.7,51,Unknown,PostgreSQL 14.2,1,0,312,4,487,1,aws_waf,fragment
80,filtered,tcp,35.75,250,Cisco IOS,,1,0,90,1,129,1,cisco_acl,https_source_port
443,filtered,tcp,83.15,53,FreeBSD 13,,0,0,365,12,605,1,iptables,xmas_scan
6379,filtered,tcp,212.04,238,Cisco IOS,,1,0,288,5,410,1,cisco_acl,dns_source_port
6379,open,tcp,12.21,53,Unknown,+OK,1,0,766,4,907,1,ids_ips,slow_scan
110,filtered,tcp,13.91,49,Linux 4.x/5.x,,0,0,168,0,179,1,ids_ips,combo_advanced
443,filtered,tcp,235.96,48,Linux 4.x/5.x,,1,0,93,1,137,1,cloudflare,dns_source_port
80,filtered,tcp,78.03,43,Linux 4.x/5.x,,1,0,81,1,125,1,aws_waf,slow_scan
80,filtered,tcp,13.16,58,Linux 4.x/5.x,,0,0,259,2,370,1,cloudflare,dns_source_port
3389,filtered,tcp,199.76,251,Unknown,,0,0,422,7,603,1,cisco_acl,http_source_port
3306,filtered,tcp,163.48,33,Linux 5.x,,1,0,393,6,608,1,aws_waf,decoy_scan
53,filtered,tcp,180.7,50,Cisco IOS,,1,0,388,10,685,1,pf_bsd,ack_scan
110,filtered,tcp,55.83,50,Windows 10,,1,0,841,4,950,1,ids_ips,decoy_scan
5432,filtered,tcp,55.23,53,Linux 5.x,,1,0,315,4,404,1,aws_waf,slow_scan
139,open,tcp,20.99,56,Cisco IOS,,0,0,0,49,994,0,none,connect_scan
8080,open,tcp,30.3,49,macOS 12,Apache/2.4.41,1,0,653,19,997,1,iptables,null_scan
1433,filtered,tcp,42.85,51,Unknown,,1,0,353,4,474,1,aws_waf,decoy_scan
25,filtered,tcp,198.6,53,Unknown,,1,0,48,0,70,1,cloudflare,stealth_syn
1521,filtered,tcp,86.07,58,Linux 4.x/5.x,,1,0,648,7,782,1,aws_waf,decoy_scan
8443,filtered,tcp,40.47,47,Linux 5.x,,1,0,599,5,754,1,cloudflare,dns_source_port
53,closed,tcp,130.89,65,Windows Server 2019,,0,0,0,4,96,0,none,connect_scan
21,open,tcp,179.03,42,macOS 12,FileZilla FTP,0,0,145,3,241,1,pf_bsd,null_scan
21,open,tcp,114.33,53,Linux 3.x,vsftpd 3.0.3,1,0,214,5,382,1,pf_bsd,ack_scan
445,open,tcp,46.86,57,Windows Server 2019,Samba,0,0,0,43,860,0,none,connect_scan
110,closed,tcp,11.16,64,Unknown,,0,0,0,7,141,0,none,connect_scan
8080,open,tcp,43.81,52,Windows 10,Tomcat/9.0,1,0,663,13,894,1,pf_bsd,null_scan
8443,filtered,tcp,41.36,238,Cisco IOS,,0,0,630,9,764,1,cisco_acl,http_source_port
443,filtered,tcp,92.03,53,Unknown,,1,0,373,3,424,1,cloudflare,stealth_syn
1521,filtered,tcp,20.61,50,Unknown,,1,0,509,4,557,1,cloudflare,stealth_syn
3306,filtered,tcp,222.12,46,macOS 12,,0,0,598,14,943,1,pf_bsd,ack_scan
143,filtered,tcp,66.93,42,Linux 4.x/5.x,,1,0,363,4,498,1,aws_waf,decoy_scan
445,filtered,tcp,22.98,54,Linux 4.x/5.x,,0,0,67,0,71,1,ids_ips,decoy_scan
53,filtered,tcp,76.25,50,Linux 4.x/5.x,,1,0,497,5,718,1,cloudflare,dns_source_port
53,filtered,tcp,278.91,243,Unknown,,0,0,152,2,231,1,cisco_acl,dns_source_port
3389,filtered,tcp,14.88,58,Unknown,,1,0,233,1,248,1,ids_ips,slow_scan
139,closed,tcp,15.06,58,Unknown,,0,0,0,36,739,0,none,connect_scan
443,filtered,tcp,60.6,43,Linux 4.x/5.x,,0,0,161,1,216,1,cloudflare,fragment
21,open,tcp,87.72,64,Linux 3.x,vsftpd 3.0.3,0,0,0,20,416,0,none,connect_scan
3306,filtered,tcp,164.58,247,Cisco IOS,,1,0,624,11,937,1,cisco_acl,http_source_port
3389,filtered,tcp,29.74,45,Linux 4.x/5.x,,1,0,235,7,384,1,iptables,xmas_scan
514,open,tcp,45.75,53,Cisco IOS,,1,0,45,1,67,1,pf_bsd,null_scan
443,open,tcp,297.64,239,Unknown,LiteSpeed,1,0,627,10,850,1,cisco_acl,http_source_port
21,open,tcp,20.5,51,Unknown,FileZilla FTP,1,0,194,7,369,1,iptables,fin_scan
3389,filtered,tcp,157.63,240,Cisco IOS,,0,0,350,6,507,1,cisco_acl,https_source_port
110,closed,tcp,71.54,42,FreeBSD 13,,1,0,332,10,533,1,iptables,null_scan
110,open,tcp,21.46,52,macOS 12,Dovecot ready,0,0,0,28,579,0,none,connect_scan
143,filtered,tcp,21.6,56,Unknown,,1,0,149,1,187,1,aws_waf,slow_scan
22,open,tcp,136.39,249,Cisco IOS,OpenSSH_8.2p1,1,0,129,2,160,1,cisco_acl,dns_source_port
22,filtered,tcp,21.54,54,Cisco IOS,,0,0,434,2,514,1,ids_ips,decoy_scan
1433,filtered,tcp,86.53,249,Cisco IOS,,1,0,429,7,613,1,cisco_acl,https_source_port
22,open,tcp,160.91,55,Windows Server 2019,OpenSSH_7.4p1,0,0,0,27,554,0,none,connect_scan
110,filtered,tcp,108.59,48,FreeBSD 13,,0,0,319,11,568,1,iptables,xmas_scan
21,filtered,tcp,8.41,45,Linux 5.x,,1,0,431,4,609,1,cloudflare,dns_source_port
21,open,tcp,98.56,52,Windows Server 2019,ProFTPD 1.3.5,0,0,48,2,100,1,iptables,xmas_scan
443,open,tcp,117.87,47,Linux 4.x/5.x,,0,0,0,28,572,0,none,connect_scan
443,filtered,tcp,57.14,50,Unknown,,1,0,578,8,852,1,aws_waf,slow_scan
443,open,tcp,117.04,56,Linux 3.x,,0,0,0,39,798,0,none,connect_scan
143,filtered,tcp,94.25,47,Unknown,,0,0,99,0,132,1,cloudflare,dns_source_port
25,filtered,tcp,49.84,49,FreeBSD 13,,1,0,43,0,58,1,ids_ips,decoy_scan
8080,open,tcp,58.05,50,Windows 10,nginx/1.18.0,0,0,0,32,657,0,none,connect_scan
22,filtered,tcp,22.24,51,macOS 12,,1,0,53,0,71,1,ids_ips,slow_scan
53,open,tcp,49.99,45,Unknown,,1,0,115,1,169,1,aws_waf,decoy_scan
3389,open,tcp,90.07,58,Windows 10,Microsoft Terminal Services,0,0,0,35,705,0,none,connect_scan
1433,filtered,tcp,37.46,241,Cisco IOS,,1,0,624,11,938,1,cisco_acl,https_source_port
22,filtered,tcp,33.81,60,macOS 12,,0,0,527,3,610,1,ids_ips,combo_advanced
53,filtered,tcp,92.13,37,Linux 5.x,,1,0,509,5,705,1,cloudflare,dns_source_port
139,filtered,tcp,27.39,49,Windows Server 2019,,0,0,260,7,397,1,iptables,fin_scan
53,open,tcp,158.83,43,Cisco IOS,,0,0,481,18,943,1,iptables,null_scan
4444,open,tcp,30.6,49,Cisco IOS,,0,0,0,40,814,0,none,connect_scan
139,filtered,tcp,22.02,46,Linux 5.x,,1,0,143,1,187,1,aws_waf,fragment
53,open,tcp,17.85,67,Unknown,,0,0,0,37,759,0,none,connect_scan
5900,filtered,tcp,109.17,61,Windows 10,,0,0,35,0,59,1,pf_bsd,ack_scan
5432,filtered,tcp,278.73,49,Linux 5.x,,1,0,481,4,534,1,cloudflare,fragment
8080,open,tcp,41.75,63,Windows Server 2019,Tomcat/9.0,0,0,0,2,52,0,none,connect_scan
8443,filtered,tcp,33.49,52,Unknown,,1,0,177,2,236,1,aws_waf,decoy_scan
53,open,tcp,2.54,57,Linux 3.x,,0,0,0,18,365,0,none,connect_scan
3306,open,tcp,24.63,53,FreeBSD 13,MySQL 5.7.38,1,0,269,1,300,1,ids_ips,decoy_scan
443,open,tcp,108.66,50,FreeBSD 13,Apache/2.4.41,0,0,386,14,705,1,iptables,null_scan
27017,filtered,tcp,85.27,54,FreeBSD 13,,0,0,41,1,76,1,iptables,null_scan
3306,filtered,tcp,260.88,48,Linux 4.x/5.x,,0,0,133,3,210,1,pf_bsd,ack_scan
6379,filtered,tcp,111.87,61,FreeBSD 13,,1,0,205,4,316,1,pf_bsd,null_scan
143,filtered,tcp,27.16,42,Linux 4.x/5.x,,1,0,386,5,564,1,aws_waf,slow_scan
21,open,tcp,37.74,64,macOS 12,ProFTPD 1.3.5,0,0,0,33,669,0,none,connect_scan
27017,filtered,tcp,51.23,57,FreeBSD 13,,1,0,536,11,750,1,pf_bsd,null_scan
25,filtered,tcp,64.12,53,Windows Server 2019,,0,0,110,4,210,1,iptables,fin_scan
5900,filtered,tcp,81.64,52,macOS 12,,1,0,511,19,965,1,iptables,xmas_scan
21,filtered,tcp,143.62,61,Windows Server 2019,,0,0,188,7,382,1,iptables,null_scan
25,open,tcp,10.18,47,Linux 4.x/5.x,Exim 4.95,1,0,103,4,207,1,iptables,fin_scan
1433,filtered,tcp,50.26,55,Unknown,,0,0,208,1,219,1,ids_ips,slow_scan
143,filtered,tcp,264.32,53,Linux 4.x/5.x,,0,0,87,0,109,1,cloudflare,stealth_syn
5900,filtered,tcp,42.67,55,Linux 3.x,,1,0,289,1,391,1,ids_ips,decoy_scan
143,filtered,tcp,268.96,241,Unknown,,1,0,195,3,319,1,cisco_acl,http_source_port
25,filtered,tcp,230.53,252,Unknown,,0,0,298,5,417,1,cisco_acl,http_source_port
143,filtered,tcp,35.56,51,Unknown,,1,0,95,1,112,1,aws_waf,fragment
22,filtered,tcp,68.39,49,Linux 5.x,,1,0,563,8,836,1,aws_waf,decoy_scan
25,filtered,tcp,93.11,247,Unknown,,0,0,331,5,407,1,cisco_acl,http_source_port
22,open,tcp,3.84,53,Unknown,OpenSSH_8.2p1,0,0,0,29,580,0,none,connect_scan
80,filtered,tcp,150.24,58,macOS 12,,0,0,157,3,265,1,pf_bsd,null_scan
1433,open,tcp,72.42,51,macOS 12,,0,0,707,3,742,1,ids_ips,decoy_scan
22,filtered,tcp,30.13,47,Unknown,,0,0,358,4,413,1,aws_waf,decoy_scan
6379,filtered,tcp,594.31,246,Cisco IOS,,1,0,467,9,773,1,cisco_acl,dns_source_port
8443,filtered,tcp,22.76,52,Windows Server 2019,,1,0,730,4,946,1,ids_ips,combo_advanced
6379,open,tcp,533.29,251,Cisco IOS,+OK,0,0,94,1,128,1,cisco_acl,http_source_port
8443,filtered,tcp,6.04,47,Linux 3.x,,1,0,363,12,621,1,iptables,xmas_scan
4444,filtered,tcp,83.17,36,Unknown,,1,0,36,0,51,1,cloudflare,fragment
80,filtered,tcp,45.82,243,Unknown,,1,0,576,10,838,1,cisco_acl,http_source_port
139,filtered,tcp,297.26,240,Cisco IOS,,1,0,496,8,659,1,cisco_acl,https_source_port
5900,filtered,tcp,112.24,246,Unknown,,1,0,128,2,184,1,cisco_acl,http_source_port
3389,filtered,tcp,110.85,55,Unknown,,0,0,898,7,962,1,cloudflare,stealth_syn
5432,filtered,tcp,29.14,45,Unknown,,1,0,642,3,739,1,ids_ips,decoy_scan
80,filtered,tcp,56.31,44,Cisco IOS,,0,0,475,11,752,1,pf_bsd,null_scan
27017,filtered,tcp,23.82,44,FreeBSD 13,,0,0,105,0,144,1,ids_ips,slow_scan
5432,open,tcp,56.78,48,macOS 12,PostgreSQL 14.2,0,0,0,32,655,0,none,connect_scan
110,open,tcp,190.1,240,Cisco IOS,Dovecot ready,1,0,226,3,314,1,cisco_acl,https_source_port
110,open,tcp,10.52,51,Windows 10,+OK POP3 ready,0,0,0,2,59,0,none,connect_scan
110,open,tcp,5.62,55,Unknown,+OK POP3 ready,0,0,0,22,448,0,none,connect_scan
445,closed,tcp,153.2,239,Unknown,,1,0,550,9,749,1,cisco_acl,http_source_port
443,filtered,tcp,29.93,46,Unknown,,1,0,457,4,588,1,cloudflare,fragment
143,filtered,tcp,242.11,57,Linux 3.x,,1,0,208,8,413,1,iptables,fin_scan
8080,closed,tcp,296.79,53,Linux 4.x/5.x,,1,0,276,2,360,1,cloudflare,fragment
143,open,tcp,19.6,45,Unknown,* OK [CAPABILITY IMAP4rev1],0,0,769,6,827,1,cloudflare,dns_source_port
8080,filtered,tcp,111.86,63,Linux 5.x,,1,0,778,7,955,1,cloudflare,fragment
8443,filtered,tcp,35.97,247,Unknown,,1,0,397,6,542,1,cisco_acl,dns_source_port
8443,filtered,tcp,27.82,52,macOS 12,,0,0,485,3,608,1,ids_ips,slow_scan
8080,filtered,tcp,60.78,54,Windows 10,,1,0,42,1,69,1,pf_bsd,ack_scan
8443,filtered,tcp,164.5,46,Unknown,,1,0,450,9,616,1,pf_bsd,ack_scan
5432,filtered,tcp,36.27,241,Unknown,,1,0,277,4,360,1,cisco_acl,http_source_port
69,open,tcp,92.0,248,Unknown,,1,0,410,6,530,1,cisco_acl,http_source_port
513,filtered,tcp,174.14,53,Linux 3.x,,0,0,423,14,724,1,iptables,fin_scan
443,open,tcp,36.38,49,FreeBSD 13,nginx/1.18.0,0,0,0,25,513,0,none,connect_scan
110,open,tcp,32.49,48,Linux 5.x,+OK POP3 ready,1,0,218,2,315,1,cloudflare,fragment
5432,open,tcp,226.27,247,Unknown,PostgreSQL 14.2,1,0,336,6,510,1,cisco_acl,dns_source_port
25,filtered,tcp,231.16,46,FreeBSD 13,,0,0,380,14,728,1,iptables,xmas_scan
6379,filtered,tcp,180.13,56,Linux 4.x/5.x,,0,0,113,1,156,1,cloudflare,fragment
8443,filtered,tcp,66.14,47,Unknown,,0,0,285,5,394,1,pf_bsd,null_scan
5432,open,tcp,51.08,44,Linux 5.x,PostgreSQL 14.2,1,0,263,3,387,1,aws_waf,slow_scan
1433,open,tcp,18.64,56,Cisco IOS,Microsoft SQL Server 2019,0,0,0,6,123,0,none,connect_scan
1433,filtered,tcp,298.16,242,Cisco IOS,,1,0,234,4,367,1,cisco_acl,https_source_port
25,filtered,tcp,647.28,252,Cisco IOS,,0,0,72,1,110,1,cisco_acl,https_source_port
53,open,tcp,147.99,252,Unknown,,1,0,397,6,497,1,cisco_acl,https_source_port
3306,filtered,tcp,46.42,51,Linux 4.x/5.x,,1,0,776,4,825,1,ids_ips,slow_scan
2049,filtered,tcp,52.31,54,Unknown,,1,0,274,2,392,1,cloudflare,fragment
8080,open,tcp,31.71,62,Cisco IOS,Tomcat/9.0,0,0,0,24,491,0,none,connect_scan
139,filtered,tcp,5.27,47,Cisco IOS,,1,0,165,1,201,1,ids_ips,slow_scan
6379,filtered,tcp,22.54,46,Linux 3.x,,0,0,496,3,677,1,ids_ips,combo_advanced
5432,filtered,tcp,3.81,51,Linux 3.x,,1,0,517,2,540,1,ids_ips,slow_scan
21,open,tcp,41.91,54,FreeBSD 13,Pure-FTPd,0,0,0,11,235,0,none,connect_scan
27017,filtered,tcp,53.47,45,Cisco IOS,,1,0,503,3,629,1,ids_ips,slow_scan
2049,filtered,tcp,193.87,240,Unknown,,1,0,635,11,936,1,cisco_acl,https_source_port
445,open,tcp,13.25,54,Unknown,Samba,1,0,619,9,914,1,aws_waf,slow_scan
80,open,tcp,51.81,40,Linux 5.x,,1,0,321,2,371,1,cloudflare,fragment
3306,filtered,tcp,127.19,45,Unknown,,0,0,596,14,939,1,pf_bsd,ack_scan
1521,filtered,tcp,30.62,54,Linux 5.x,,1,0,428,3,499,1,cloudflare,stealth_syn
6379,filtered,tcp,27.23,51,Cisco IOS,,0,0,304,7,516,1,pf_bsd,null_scan
513,filtered,tcp,191.44,254,Unknown,,1,0,623,11,919,1,cisco_acl,dns_source_port
80,filtered,tcp,15.72,47,Cisco IOS,,1,0,736,3,772,1,ids_ips,combo_advanced
1433,filtered,tcp,245.27,54,Windows 10,,1,0,242,5,388,1,pf_bsd,ack_scan
5432,filtered,tcp,124.93,49,Windows 10,,0,0,338,7,475,1,pf_bsd,null_scan
27017,open,tcp,16.8,57,Cisco IOS,ismaster,0,0,0,8,175,0,none,connect_scan
