port,port_state,protocol,rtt_ms,ttl,os_fingerprint,banner_text,icmp_blocked,rst_received,filtered_port_count,open_port_count,total_ports_scanned,firewall_present,firewall_type,best_bypass_flag
110,open,tcp,121.92,244,Linux 4.x/5.x,nginx/1.18.0,1,0,80,4,100,1,aws_waf,slow_scan
8080,open,tcp,476.53,119,Windows 10,,0,0,63,3,100,1,cloudflare,dns_source_port
110,filtered,tcp,120.13,243,Unknown,MariaDB 10.6,1,0,50,5,100,1,aws_waf,fragment
445,filtered,tcp,209.45,114,Windows 10,,0,0,82,8,100,1,iptables,null_scan
3306,filtered,tcp,206.2,118,Unknown,MariaDB 10.6,0,0,86,5,100,1,cloudflare,fragment
8443,filtered,tcp,88.54,119,Cisco IOS,ProFTPD 1.3.5,1,0,77,10,100,1,pf_bsd,connect_scan
25,filtered,tcp,286.67,249,Cisco IOS,MariaDB 10.6,1,0,94,3,100,1,iptables,null_scan
21,open,tcp,10.07,53,Unknown,ProFTPD 1.3.5,0,0,77,10,100,1,iptables,fin_scan
110,open,tcp,335.5,253,Windows 10,OpenSSH_8.2p1,1,0,67,3,100,1,cisco_acl,dns_source_port
22,filtered,tcp,247.87,49,Windows 10,OpenSSH_8.2p1,1,0,67,9,100,1,pf_bsd,connect_scan
25,filtered,tcp,490.72,243,Unknown,MariaDB 10.6,0,0,62,9,100,1,ids_ips,connect_scan
3306,filtered,tcp,126.08,115,Unknown,,0,0,72,6,100,1,pf_bsd,connect_scan
5432,filtered,tcp,332.98,241,Unknown,nginx/1.18.0,1,0,84,1,100,1,aws_waf,decoy_scan
6379,open,tcp,171.98,252,Unknown,,0,0,8,5,100,0,none,connect_scan
22,filtered,tcp,484.22,61,Linux 4.x/5.x,ProFTPD 1.3.5,0,0,61,6,100,1,cloudflare,stealth_syn
1433,filtered,tcp,400.82,63,Unknown,MariaDB 10.6,1,0,89,2,100,1,iptables,null_scan
25,filtered,tcp,30.1,126,Cisco IOS,,0,0,66,1,100,1,ids_ips,connect_scan
443,filtered,tcp,190.16,60,Cisco IOS,Apache/2.4.41,1,0,65,5,100,1,ids_ips,connect_scan
27017,filtered,tcp,417.31,245,Unknown,,0,0,91,3,100,1,iptables,xmas_scan
445,filtered,tcp,297.57,254,Windows 10,nginx/1.18.0,1,0,72,7,100,1,ids_ips,connect_scan
25,open,tcp,373.27,245,Unknown,Apache/2.4.41,0,1,9,3,100,0,none,connect_scan
1433,filtered,tcp,266.73,120,Unknown,ProFTPD 1.3.5,1,0,77,1,100,1,iptables,xmas_scan
5432,filtered,tcp,239.18,252,Unknown,Apache/2.4.41,0,0,88,5,100,1,pf_bsd,connect_scan
21,filtered,tcp,490.16,63,Unknown,,0,0,64,6,100,1,iptables,fin_scan
80,open,tcp,216.91,54,Windows 10,Apache/2.4.41,0,0,2,10,100,0,none,connect_scan
53,filtered,tcp,402.77,50,Unknown,OpenSSH_8.2p1,0,0,62,3,100,1,cisco_acl,http_source_port
1433,open,tcp,45.93,56,Linux 4.x/5.x,OpenSSH_8.2p1,0,0,2,7,100,0,none,connect_scan
6379,filtered,tcp,26.4,60,Unknown,ProFTPD 1.3.5,1,0,67,1,100,1,pf_bsd,connect_scan
80,filtered,tcp,129.02,122,Windows 10,Apache/2.4.41,1,0,84,7,100,1,cisco_acl,http_source_port
3306,filtered,tcp,374.96,56,Linux 4.x/5.x,ProFTPD 1.3.5,0,0,90,7,100,1,aws_waf,decoy_scan
25,open,tcp,216.0,58,Linux 4.x/5.x,,1,0,71,7,100,1,cloudflare,stealth_syn
143,filtered,tcp,301.42,60,Windows 10,,0,0,89,1,100,1,cisco_acl,http_source_port
3306,open,tcp,139.96,116,Unknown,ProFTPD 1.3.5,1,0,88,1,100,1,aws_waf,decoy_scan
22,filtered,tcp,98.23,52,Windows 10,MariaDB 10.6,1,0,76,7,100,1,cisco_acl,dns_source_port
53,filtered,tcp,170.49,249,Windows 10,,1,0,73,2,100,1,aws_waf,decoy_scan
1433,filtered,tcp,453.43,116,Linux 4.x/5.x,ProFTPD 1.3.5,1,0,84,10,100,1,ids_ips,connect_scan
443,open,tcp,198.72,116,Windows 10,Apache/2.4.41,1,0,58,6,100,1,iptables,null_scan
1433,filtered,tcp,235.4,63,Cisco IOS,OpenSSH_8.2p1,1,0,63,8,100,1,aws_waf,decoy_scan
445,open,tcp,77.63,127,Linux 4.x/5.x,OpenSSH_8.2p1,0,0,6,10,100,0,none,connect_scan
27017,filtered,tcp,341.58,50,Cisco IOS,MariaDB 10.6,1,0,74,8,100,1,iptables,null_scan
27017,open,tcp,190.61,118,Windows 10,Apache/2.4.41,0,0,77,2,100,1,cisco_acl,dns_source_port
6379,open,tcp,361.95,253,Windows 10,OpenSSH_8.2p1,0,0,6,2,100,0,none,connect_scan
21,filtered,tcp,497.54,123,Cisco IOS,,1,0,76,7,100,1,cisco_acl,http_source_port
5432,open,tcp,401.71,113,Cisco IOS,nginx/1.18.0,1,0,81,6,100,1,pf_bsd,connect_scan
21,open,tcp,251.24,114,Linux 4.x/5.x,MariaDB 10.6,1,0,50,6,100,1,cisco_acl,http_source_port
110,filtered,tcp,471.19,56,Windows 10,,1,0,56,2,100,1,cisco_acl,dns_source_port
53,closed,tcp,258.7,52,Windows 10,MariaDB 10.6,0,0,5,10,100,0,none,connect_scan
25,closed,tcp,142.78,254,Windows 10,OpenSSH_8.2p1,1,0,53,7,100,1,aws_waf,decoy_scan
8443,filtered,tcp,16.94,244,Unknown,MariaDB 10.6,0,0,57,2,100,1,aws_waf,decoy_scan
80,open,tcp,234.75,248,Cisco IOS,MariaDB 10.6,1,0,80,10,100,1,pf_bsd,connect_scan
3306,open,tcp,18.94,120,Linux 4.x/5.x,nginx/1.18.0,0,0,63,3,100,1,cisco_acl,dns_source_port
5432,open,tcp,408.9,60,Unknown,ProFTPD 1.3.5,0,0,3,10,100,0,none,connect_scan
8443,open,tcp,29.11,126,Unknown,,1,0,65,6,100,1,iptables,fin_scan
27017,filtered,tcp,69.71,56,Unknown,ProFTPD 1.3.5,1,0,55,10,100,1,cloudflare,fragment
3306,filtered,tcp,492.53,244,Cisco IOS,OpenSSH_8.2p1,1,0,66,6,100,1,iptables,xmas_scan
80,open,tcp,297.18,61,Windows 10,Apache/2.4.41,1,0,77,5,100,1,cisco_acl,http_source_port
53,filtered,tcp,65.93,115,Unknown,nginx/1.18.0,1,0,78,4,100,1,cisco_acl,http_source_port
443,open,tcp,23.6,253,Windows 10,Apache/2.4.41,1,0,60,7,100,1,pf_bsd,connect_scan
5432,filtered,tcp,399.93,242,Cisco IOS,ProFTPD 1.3.5,1,0,55,3,100,1,cloudflare,stealth_syn
445,open,tcp,339.39,247,Linux 4.x/5.x,Apache/2.4.41,0,1,1,3,100,0,none,connect_scan
53,filtered,tcp,333.9,59,Windows 10,OpenSSH_8.2p1,1,0,76,4,100,1,cisco_acl,http_source_port
21,open,tcp,232.74,122,Cisco IOS,,0,0,4,8,100,0,none,connect_scan
3306,open,tcp,323.86,58,Unknown,,1,0,87,10,100,1,pf_bsd,connect_scan
1433,open,tcp,105.9,53,Cisco IOS,OpenSSH_8.2p1,0,0,4,9,100,0,none,connect_scan
80,open,tcp,346.52,122,Linux 4.x/5.x,nginx/1.18.0,1,0,53,1,100,1,aws_waf,fragment
8443,filtered,tcp,193.36,241,Unknown,OpenSSH_8.2p1,0,0,85,5,100,1,aws_waf,slow_scan
21,open,tcp,54.71,248,Cisco IOS,Apache/2.4.41,1,0,58,5,100,1,iptables,fin_scan
22,filtered,tcp,291.71,123,Linux 4.x/5.x,Apache/2.4.41,1,0,84,8,100,1,iptables,null_scan
5432,filtered,tcp,239.6,251,Windows 10,Apache/2.4.41,0,0,83,1,100,1,ids_ips,connect_scan
8080,open,tcp,400.85,246,Linux 4.x/5.x,OpenSSH_8.2p1,0,0,8,10,100,0,none,connect_scan
1433,open,tcp,485.71,124,Linux 4.x/5.x,Apache/2.4.41,1,0,66,8,100,1,iptables,xmas_scan
22,open,tcp,153.29,121,Unknown,ProFTPD 1.3.5,0,0,8,3,100,0,none,connect_scan
1433,filtered,tcp,416.92,113,Windows 10,Apache/2.4.41,0,0,58,2,100,1,cisco_acl,http_source_port
110,filtered,tcp,355.98,118,Windows 10,nginx/1.18.0,1,0,60,8,100,1,ids_ips,connect_scan
1433,filtered,tcp,376.62,53,Unknown,MariaDB 10.6,0,0,88,10,100,1,ids_ips,connect_scan
22,filtered,tcp,133.3,254,Windows 10,nginx/1.18.0,1,0,87,2,100,1,pf_bsd,connect_scan
6379,open,tcp,497.63,126,Windows 10,Apache/2.4.41,0,0,4,2,100,0,none,connect_scan
53,filtered,tcp,456.75,59,Unknown,Apache/2.4.41,1,0,57,1,100,1,aws_waf,decoy_scan
3306,filtered,tcp,130.28,55,Windows 10,OpenSSH_8.2p1,1,0,65,7,100,1,cloudflare,fragment
25,filtered,tcp,402.79,55,Unknown,,0,0,66,6,100,1,cisco_acl,http_source_port
27017,filtered,tcp,325.16,53,Linux 4.x/5.x,,1,0,55,5,100,1,cloudflare,stealth_syn
53,open,tcp,47.39,241,Cisco IOS,nginx/1.18.0,1,0,58,2,100,1,cloudflare,dns_source_port
6379,open,tcp,46.62,249,Linux 4.x/5.x,ProFTPD 1.3.5,0,0,50,7,100,1,pf_bsd,connect_scan
21,filtered,tcp,453.35,50,Cisco IOS,Apache/2.4.41,1,0,56,10,100,1,pf_bsd,connect_scan
6379,filtered,tcp,352.41,118,Cisco IOS,nginx/1.18.0,1,0,79,9,100,1,cloudflare,fragment
6379,filtered,tcp,470.05,253,Cisco IOS,nginx/1.18.0,0,0,70,7,100,1,iptables,null_scan
3306,filtered,tcp,348.46,253,Windows 10,,1,0,93,1,100,1,pf_bsd,connect_scan
80,open,tcp,35.51,113,Cisco IOS,MariaDB 10.6,0,0,0,9,100,0,none,connect_scan
445,open,tcp,482.5,125,Windows 10,OpenSSH_8.2p1,0,0,57,5,100,1,ids_ips,connect_scan
110,filtered,tcp,199.57,53,Windows 10,ProFTPD 1.3.5,1,0,57,5,100,1,cisco_acl,dns_source_port
27017,filtered,tcp,214.84,50,Cisco IOS,OpenSSH_8.2p1,1,0,60,4,100,1,iptables,fin_scan
27017,filtered,tcp,467.16,245,Unknown,,1,0,94,8,100,1,aws_waf,decoy_scan
80,filtered,tcp,271.84,120,Unknown,,1,0,52,5,100,1,pf_bsd,connect_scan
22,open,tcp,15.13,52,Linux 4.x/5.x,Apache/2.4.41,1,0,80,10,100,1,ids_ips,connect_scan
80,filtered,tcp,483.43,59,Windows 10,MariaDB 10.6,1,0,88,2,100,1,aws_waf,slow_scan
110,filtered,tcp,334.88,245,Unknown,,0,0,83,4,100,1,cisco_acl,dns_source_port
53,open,tcp,351.16,55,Windows 10,MariaDB 10.6,1,0,74,3,100,1,cloudflare,fragment
21,filtered,tcp,276.89,119,Linux 4.x/5.x,ProFTPD 1.3.5,1,0,87,4,100,1,ids_ips,connect_scan
25,filtered,tcp,231.02,251,Cisco IOS,nginx/1.18.0,1,0,90,2,100,1,pf_bsd,connect_scan
143,filtered,tcp,291.41,53,Cisco IOS,,1,0,69,1,100,1,aws_waf,fragment
27017,filtered,tcp,237.3,254,Linux 4.x/5.x,,1,0,50,5,100,1,pf_bsd,connect_scan
143,open,tcp,291.04,242,Unknown,,0,0,62,3,100,1,cloudflare,stealth_syn
3306,open,tcp,275.68,51,Cisco IOS,nginx/1.18.0,1,0,53,6,100,1,ids_ips,connect_scan
3306,filtered,tcp,85.63,118,Windows 10,OpenSSH_8.2p1,0,0,83,6,100,1,pf_bsd,connect_scan
5432,filtered,tcp,150.6,248,Linux 4.x/5.x,Apache/2.4.41,1,0,53,8,100,1,cloudflare,dns_source_port
6379,open,tcp,337.9,124,Linux 4.x/5.x,ProFTPD 1.3.5,0,0,65,5,100,1,pf_bsd,connect_scan
443,open,tcp,250.83,61,Unknown,,0,0,4,9,100,0,none,connect_scan
143,open,tcp,434.85,52,Windows 10,OpenSSH_8.2p1,1,0,86,9,100,1,ids_ips,connect_scan
443,open,tcp,44.69,49,Cisco IOS,,0,0,1,6,100,0,none,connect_scan
3306,open,tcp,64.4,56,Unknown,OpenSSH_8.2p1,1,0,92,5,100,1,iptables,xmas_scan
6379,filtered,tcp,106.89,49,Windows 10,Apache/2.4.41,0,0,87,6,100,1,cloudflare,dns_source_port
21,filtered,tcp,444.87,241,Linux 4.x/5.x,nginx/1.18.0,0,0,93,4,100,1,ids_ips,connect_scan
22,open,tcp,275.84,116,Windows 10,ProFTPD 1.3.5,1,0,68,5,100,1,aws_waf,fragment
445,open,tcp,226.63,55,Linux 4.x/5.x,MariaDB 10.6,0,0,5,8,100,0,none,connect_scan
1433,filtered,tcp,397.31,61,Unknown,Apache/2.4.41,1,0,70,3,100,1,cloudflare,dns_source_port
445,open,tcp,323.89,247,Windows 10,ProFTPD 1.3.5,0,0,2,2,100,0,none,connect_scan
21,open,tcp,37.84,51,Unknown,Apache/2.4.41,0,1,4,5,100,0,none,connect_scan
8443,open,tcp,121.03,122,Windows 10,Apache/2.4.41,0,0,1,3,100,0,none,connect_scan
8443,filtered,tcp,341.11,249,Linux 4.x/5.x,MariaDB 10.6,1,0,80,2,100,1,aws_waf,slow_scan
27017,filtered,tcp,383.31,245,Unknown,MariaDB 10.6,1,0,73,8,100,1,aws_waf,decoy_scan
25,filtered,tcp,112.78,120,Windows 10,nginx/1.18.0,1,0,88,9,100,1,pf_bsd,connect_scan
22,filtered,tcp,230.95,242,Unknown,OpenSSH_8.2p1,1,0,60,6,100,1,cloudflare,dns_source_port
8080,open,tcp,162.95,246,Linux 4.x/5.x,,0,0,5,8,100,0,none,connect_scan
21,filtered,tcp,143.87,246,Unknown,ProFTPD 1.3.5,0,0,82,1,100,1,ids_ips,connect_scan
3306,filtered,tcp,398.7,113,Windows 10,nginx/1.18.0,1,0,78,9,100,1,iptables,fin_scan
5432,open,tcp,332.53,252,Windows 10,OpenSSH_8.2p1,1,0,64,8,100,1,aws_waf,fragment
443,open,tcp,161.52,57,Unknown,MariaDB 10.6,0,1,6,1,100,0,none,connect_scan
445,filtered,tcp,319.27,124,Cisco IOS,ProFTPD 1.3.5,1,0,71,6,100,1,aws_waf,slow_scan
22,filtered,tcp,113.43,123,Unknown,MariaDB 10.6,1,0,65,9,100,1,aws_waf,slow_scan
110,filtered,tcp,486.16,240,Windows 10,Apache/2.4.41,0,0,73,1,100,1,ids_ips,connect_scan
445,filtered,tcp,390.91,244,Cisco IOS,MariaDB 10.6,0,0,51,2,100,1,aws_waf,fragment
8443,open,tcp,151.05,52,Unknown,nginx/1.18.0,0,0,7,5,100,0,none,connect_scan
8080,open,tcp,16.38,250,Linux 4.x/5.x,nginx/1.18.0,0,0,9,5,100,0,none,connect_scan
22,filtered,tcp,67.41,123,Unknown,MariaDB 10.6,1,0,93,1,100,1,iptables,fin_scan
443,open,tcp,235.77,60,Unknown,Apache/2.4.41,0,0,5,5,100,0,none,connect_scan
6379,filtered,tcp,19.43,61,Unknown,,0,0,85,10,100,1,iptables,fin_scan
22,filtered,tcp,34.62,53,Windows 10,nginx/1.18.0,0,0,86,8,100,1,ids_ips,connect_scan
445,filtered,tcp,439.78,240,Windows 10,ProFTPD 1.3.5,1,0,78,5,100,1,cisco_acl,dns_source_port
22,filtered,tcp,57.11,251,Unknown,ProFTPD 1.3.5,1,0,73,4,100,1,ids_ips,connect_scan
5432,closed,tcp,461.55,248,Linux 4.x/5.x,OpenSSH_8.2p1,0,0,8,10,100,0,none,connect_scan
445,open,tcp,239.94,60,Unknown,ProFTPD 1.3.5,0,1,8,3,100,0,none,connect_scan
21,open,tcp,404.0,123,Cisco IOS,OpenSSH_8.2p1,1,0,89,6,100,1,pf_bsd,connect_scan
25,open,tcp,337.52,62,Cisco IOS,Apache/2.4.41,0,0,8,2,100,0,none,connect_scan
6379,filtered,tcp,450.98,252,Linux 4.x/5.x,OpenSSH_8.2p1,0,0,87,10,100,1,cloudflare,dns_source_port
1433,filtered,tcp,21.36,61,Unknown,MariaDB 10.6,1,0,52,4,100,1,iptables,null_scan
80,filtered,tcp,409.07,250,Unknown,Apache/2.4.41,1,0,83,7,100,1,aws_waf,decoy_scan
1433,open,tcp,159.77,245,Windows 10,MariaDB 10.6,0,0,9,2,100,0,none,connect_scan
3306,filtered,tcp,414.38,124,Windows 10,MariaDB 10.6,1,0,62,10,100,1,cloudflare,stealth_syn
1433,open,tcp,57.7,245,Windows 10,OpenSSH_8.2p1,1,0,52,9,100,1,pf_bsd,connect_scan
143,open,tcp,413.61,254,Cisco IOS,,1,0,76,9,100,1,pf_bsd,connect_scan
22,open,tcp,463.4,122,Linux 4.x/5.x,nginx/1.18.0,0,0,3,8,100,0,none,connect_scan
80,filtered,tcp,133.33,113,Cisco IOS,,0,0,59,8,100,1,ids_ips,connect_scan
445,open,tcp,146.21,118,Cisco IOS,MariaDB 10.6,1,0,71,1,100,1,cisco_acl,http_source_port
80,open,tcp,196.33,241,Unknown,OpenSSH_8.2p1,0,0,4,8,100,0,none,connect_scan
443,filtered,tcp,402.15,120,Cisco IOS,,0,0,86,7,100,1,pf_bsd,connect_scan
445,closed,tcp,74.16,49,Windows 10,ProFTPD 1.3.5,0,0,5,6,100,0,none,connect_scan
22,filtered,tcp,220.36,51,Windows 10,OpenSSH_8.2p1,0,0,58,5,100,1,aws_waf,slow_scan
53,open,tcp,284.01,125,Linux 4.x/5.x,,1,0,51,1,100,1,cisco_acl,http_source_port
1433,filtered,tcp,34.07,52,Cisco IOS,ProFTPD 1.3.5,0,0,55,8,100,1,iptables,xmas_scan
27017,filtered,tcp,81.87,57,Cisco IOS,nginx/1.18.0,1,0,75,5,100,1,cloudflare,dns_source_port
5432,filtered,tcp,156.62,243,Cisco IOS,MariaDB 10.6,0,0,91,2,100,1,pf_bsd,connect_scan
1433,filtered,tcp,100.56,56,Windows 10,MariaDB 10.6,0,0,70,9,100,1,iptables,xmas_scan
110,filtered,tcp,76.81,250,Windows 10,MariaDB 10.6,0,0,55,3,100,1,iptables,null_scan
445,open,tcp,233.53,116,Unknown,ProFTPD 1.3.5,1,0,67,2,100,1,cisco_acl,dns_source_port
53,open,tcp,192.0,253,Cisco IOS,Apache/2.4.41,0,0,1,3,100,0,none,connect_scan
1433,filtered,tcp,85.16,115,Cisco IOS,nginx/1.18.0,1,0,82,9,100,1,cloudflare,fragment
445,filtered,tcp,223.96,120,Windows 10,ProFTPD 1.3.5,1,0,92,4,100,1,aws_waf,slow_scan
80,open,tcp,321.18,124,Windows 10,nginx/1.18.0,1,0,60,10,100,1,ids_ips,connect_scan
80,filtered,tcp,479.47,63,Unknown,MariaDB 10.6,0,0,53,2,100,1,iptables,null_scan
6379,open,tcp,315.88,116,Unknown,ProFTPD 1.3.5,1,0,58,8,100,1,pf_bsd,connect_scan
21,open,tcp,181.45,62,Linux 4.x/5.x,nginx/1.18.0,0,0,3,4,100,0,none,connect_scan
5432,closed,tcp,114.88,242,Windows 10,OpenSSH_8.2p1,0,0,5,4,100,0,none,connect_scan
445,open,tcp,308.09,49,Cisco IOS,nginx/1.18.0,0,0,9,3,100,0,none,connect_scan
21,filtered,tcp,336.57,118,Unknown,nginx/1.18.0,0,0,81,1,100,1,aws_waf,decoy_scan
27017,filtered,tcp,79.62,55,Windows 10,Apache/2.4.41,1,0,52,5,100,1,cloudflare,fragment
3306,filtered,tcp,300.12,243,Linux 4.x/5.x,OpenSSH_8.2p1,1,0,58,2,100,1,pf_bsd,connect_scan
8443,open,tcp,312.24,246,Cisco IOS,MariaDB 10.6,0,0,64,1,100,1,ids_ips,connect_scan
22,open,tcp,11.81,246,Cisco IOS,Apache/2.4.41,1,0,57,1,100,1,iptables,xmas_scan
22,filtered,tcp,368.45,60,Unknown,MariaDB 10.6,1,0,92,9,100,1,iptables,null_scan
21,filtered,tcp,165.65,246,Linux 4.x/5.x,ProFTPD 1.3.5,1,0,85,5,100,1,aws_waf,slow_scan
1433,filtered,tcp,221.68,57,Windows 10,MariaDB 10.6,1,0,87,7,100,1,cloudflare,stealth_syn
80,filtered,tcp,456.08,115,Windows 10,,1,0,54,6,100,1,pf_bsd,connect_scan
53,open,tcp,345.94,125,Unknown,ProFTPD 1.3.5,0,0,6,5,100,0,none,connect_scan
6379,filtered,tcp,429.87,126,Linux 4.x/5.x,MariaDB 10.6,1,0,89,9,100,1,cloudflare,stealth_syn
5432,filtered,tcp,212.64,243,Unknown,ProFTPD 1.3.5,1,0,89,2,100,1,aws_waf,decoy_scan
80,open,tcp,406.47,120,Cisco IOS,Apache/2.4.41,0,0,3,10,100,0,none,connect_scan
143,filtered,tcp,227.76,240,Linux 4.x/5.x,Apache/2.4.41,0,0,79,5,100,1,iptables,fin_scan
5432,open,tcp,422.54,116,Windows 10,ProFTPD 1.3.5,0,0,59,8,100,1,cloudflare,stealth_syn
143,filtered,tcp,223.0,127,Linux 4.x/5.x,nginx/1.18.0,0,0,50,6,100,1,cloudflare,stealth_syn
22,filtered,tcp,93.32,113,Windows 10,,0,0,85,3,100,1,cisco_acl,dns_source_port
5432,filtered,tcp,482.13,126,Unknown,OpenSSH_8.2p1,0,0,92,3,100,1,cisco_acl,dns_source_port
5432,open,tcp,18.3,120,Windows 10,OpenSSH_8.2p1,0,0,61,3,100,1,ids_ips,connect_scan
21,open,tcp,193.43,54,Unknown,nginx/1.18.0,1,0,84,10,100,1,pf_bsd,connect_scan
445,closed,tcp,106.74,49,Windows 10,,0,0,6,4,100,0,none,connect_scan
445,filtered,tcp,164.97,240,Unknown,,0,0,76,1,100,1,iptables,xmas_scan
445,closed,tcp,26.54,63,Cisco IOS,OpenSSH_8.2p1,1,0,72,8,100,1,aws_waf,slow_scan
25,open,tcp,393.05,245,Unknown,ProFTPD 1.3.5,0,0,9,5,100,0,none,connect_scan
6379,filtered,tcp,221.65,243,Unknown,MariaDB 10.6,1,0,67,2,100,1,iptables,xmas_scan
21,filtered,tcp,355.4,114,Cisco IOS,ProFTPD 1.3.5,0,0,90,7,100,1,pf_bsd,connect_scan
1433,filtered,tcp,78.87,243,Windows 10,MariaDB 10.6,1,0,55,4,100,1,cisco_acl,http_source_port
27017,filtered,tcp,58.87,245,Windows 10,,1,0,52,10,100,1,aws_waf,decoy_scan
110,filtered,tcp,84.71,52,Linux 4.x/5.x,Apache/2.4.41,1,0,53,2,100,1,iptables,null_scan
445,open,tcp,73.61,254,Cisco IOS,MariaDB 10.6,1,0,88,8,100,1,iptables,fin_scan
8443,open,tcp,414.68,126,Unknown,MariaDB 10.6,0,1,3,6,100,0,none,connect_scan
6379,filtered,tcp,419.72,253,Cisco IOS,ProFTPD 1.3.5,1,0,74,7,100,1,cisco_acl,dns_source_port
5432,filtered,tcp,410.52,115,Unknown,MariaDB 10.6,1,0,91,5,100,1,cisco_acl,http_source_port
3306,filtered,tcp,28.2,125,Windows 10,nginx/1.18.0,1,0,93,6,100,1,cisco_acl,dns_source_port
1433,filtered,tcp,39.95,127,Unknown,nginx/1.18.0,1,0,91,9,100,1,pf_bsd,connect_scan
445,filtered,tcp,76.08,123,Linux 4.x/5.x,MariaDB 10.6,1,0,71,9,100,1,cloudflare,fragment
8443,filtered,tcp,210.01,252,Windows 10,,1,0,81,5,100,1,pf_bsd,connect_scan
8080,open,tcp,401.2,59,Unknown,OpenSSH_8.2p1,0,0,0,4,100,0,none,connect_scan
25,filtered,tcp,48.42,63,Windows 10,nginx/1.18.0,0,0,86,4,100,1,iptables,null_scan
445,filtered,tcp,448.93,49,Unknown,ProFTPD 1.3.5,1,0,86,9,100,1,iptables,null_scan
1433,filtered,tcp,251.59,125,Unknown,Apache/2.4.41,1,0,65,5,100,1,pf_bsd,connect_scan
143,filtered,tcp,231.44,122,Unknown,nginx/1.18.0,0,0,68,4,100,1,iptables,fin_scan
3306,filtered,tcp,357.75,53,Unknown,MariaDB 10.6,0,0,72,7,100,1,aws_waf,fragment
5432,filtered,tcp,105.65,243,Unknown,,1,0,79,8,100,1,iptables,xmas_scan
53,filtered,tcp,74.73,248,Linux 4.x/5.x,,1,0,74,5,100,1,aws_waf,fragment
8080,open,tcp,303.36,247,Windows 10,MariaDB 10.6,0,0,69,9,100,1,ids_ips,connect_scan
53,filtered,tcp,264.98,114,Unknown,OpenSSH_8.2p1,1,0,56,10,100,1,pf_bsd,connect_scan
80,filtered,tcp,443.79,62,Unknown,Apache/2.4.41,1,0,87,1,100,1,aws_waf,fragment
80,filtered,tcp,311.97,243,Windows 10,nginx/1.18.0,0,0,85,8,100,1,aws_waf,decoy_scan
22,open,tcp,68.66,117,Unknown,OpenSSH_8.2p1,0,0,54,5,100,1,iptables,null_scan
8080,filtered,tcp,79.5,57,Windows 10,nginx/1.18.0,1,0,80,6,100,1,cisco_acl,http_source_port
6379,open,tcp,147.53,252,Windows 10,,0,0,5,5,100,0,none,connect_scan
1433,closed,tcp,323.39,122,Cisco IOS,OpenSSH_8.2p1,0,1,2,5,100,0,none,connect_scan
445,filtered,tcp,377.75,127,Windows 10,,0,0,63,3,100,1,cloudflare,stealth_syn
21,filtered,tcp,294.21,245,Cisco IOS,Apache/2.4.41,1,0,52,4,100,1,cloudflare,stealth_syn
53,open,tcp,311.77,120,Windows 10,OpenSSH_8.2p1,0,0,0,4,100,0,none,connect_scan
27017,filtered,tcp,247.04,244,Cisco IOS,ProFTPD 1.3.5,1,0,84,2,100,1,iptables,null_scan
1433,open,tcp,181.7,58,Unknown,Apache/2.4.41,1,0,55,7,100,1,cisco_acl,http_source_port
80,filtered,tcp,173.09,251,Windows 10,MariaDB 10.6,0,0,69,3,100,1,cisco_acl,dns_source_port
445,open,tcp,467.2,60,Windows 10,,0,0,3,1,100,0,none,connect_scan
110,open,tcp,311.27,246,Unknown,OpenSSH_8.2p1,1,0,57,10,100,1,cisco_acl,http_source_port
22,open,tcp,303.5,241,Linux 4.x/5.x,,0,0,8,3,100,0,none,connect_scan
3306,filtered,tcp,125.0,242,Linux 4.x/5.x,ProFTPD 1.3.5,0,0,65,2,100,1,cisco_acl,http_source_port
110,filtered,tcp,213.6,252,Unknown,,0,0,83,6,100,1,ids_ips,connect_scan
143,filtered,tcp,6.91,114,Windows 10,MariaDB 10.6,1,0,53,5,100,1,cloudflare,stealth_syn
25,filtered,tcp,375.63,242,Windows 10,,0,0,87,1,100,1,iptables,fin_scan
6379,open,tcp,316.48,49,Windows 10,MariaDB 10.6,1,0,52,9,100,1,aws_waf,slow_scan
143,filtered,tcp,163.21,126,Cisco IOS,OpenSSH_8.2p1,1,0,91,1,100,1,cisco_acl,dns_source_port
80,filtered,tcp,34.7,124,Unknown,,0,0,51,8,100,1,cloudflare,fragment
27017,filtered,tcp,187.99,126,Cisco IOS,MariaDB 10.6,1,0,62,4,100,1,pf_bsd,connect_scan
110,open,tcp,213.47,60,Cisco IOS,,0,0,62,7,100,1,pf_bsd,connect_scan
1433,filtered,tcp,146.1,58,Windows 10,ProFTPD 1.3.5,1,0,88,6,100,1,ids_ips,connect_scan
53,open,tcp,486.57,50,Unknown,MariaDB 10.6,1,0,59,7,100,1,cisco_acl,http_source_port
3306,filtered,tcp,285.33,248,Linux 4.x/5.x,Apache/2.4.41,0,0,81,4,100,1,pf_bsd,connect_scan
6379,open,tcp,373.26,61,Windows 10,Apache/2.4.41,1,0,59,3,100,1,aws_waf,decoy_scan
3306,filtered,tcp,68.3,52,Cisco IOS,,1,0,93,3,100,1,iptables,fin_scan
80,open,tcp,209.54,126,Linux 4.x/5.x,OpenSSH_8.2p1,1,0,71,8,100,1,iptables,fin_scan
110,open,tcp,114.24,125,Windows 10,Apache/2.4.41,0,1,5,4,100,0,none,connect_scan
80,filtered,tcp,78.56,251,Cisco IOS,Apache/2.4.41,1,0,78,5,100,1,pf_bsd,connect_scan
